Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-8TB51RBIF7X-160,8TB51RBIF7X,LOG-160,8/5/2024 9:20,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 932855,10,8/5/2025 9:20,,,,,,,,,
LP-QX2FG9YB3ZG-32,QX2FG9YB3ZG,LOG-32,8/5/2024 9:21,Top Up LinkAja,1,Jumlah uang: 27499,7,8/5/2025 9:21,,,,,,,,,
LP-FUU7IV5BU8D-0,FUU7IV5BU8D,LOG-0,8/5/2024 9:25,Top Up DANA,1,Jumlah uang: 93981,2,8/5/2025 9:25,,,,,,,,,
LP-SUKK8F1TFQ1-42,SUKK8F1TFQ1,LOG-42,8/5/2024 9:28,Top Up ShopeePay,1,Jumlah uang: 91303,8,8/5/2025 9:28,,,,,,,,,
LP-SUKK8F1TFQ1-38,SUKK8F1TFQ1,LOG-38,8/5/2024 9:35,Top Up OVO,1,Jumlah uang: 136194,4,8/5/2025 9:35,,,,,,,,,
LP-SUKK8F1TFQ1-37,SUKK8F1TFQ1,LOG-37,8/5/2024 9:43,Top Up ShopeePay,1,Jumlah uang: 52496,2,8/5/2025 9:43,,,,,,,,,
LP-V629IE46K90-68,V629IE46K90,LOG-68,8/5/2024 10:00,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 56534,3,8/5/2025 10:00,,,,,,,,,
LP-5KPJMHMXP61-164,5KPJMHMXP61,LOG-164,8/5/2024 10:01,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 72277,4,8/5/2025 10:01,,,,,,,,,
LP-5KPJMHMXP61-170,5KPJMHMXP61,LOG-170,8/5/2024 10:07,Transfer ke Bank BRI (Non BI-Fast),1,Jumlah uang: 807464,13,8/5/2025 10:07,,,,,,,,,
LP-SUKK8F1TFQ1-40,SUKK8F1TFQ1,LOG-40,8/5/2024 10:19,Transfer ke Bank BRI (Non BI-Fast),1,Jumlah uang: 651973,6,8/5/2025 10:19,,,,,,,,,
LP-7O97RRUP79D-9,7O97RRUP79D,LOG-9,8/5/2024 10:26,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 84027,3,8/5/2025 10:26,,,,,,,,,
LP-7O97RRUP79D-12,7O97RRUP79D,LOG-12,8/5/2024 10:29,Top Up OVO,1,Jumlah uang: 73798,7,8/5/2025 10:29,,,,,,,,,
LP-2PNKXNUSK1V-89,2PNKXNUSK1V,LOG-89,8/5/2024 10:36,Pembayaran Virtual Account PDAM,1,Jumlah uang: 388248,2,8/5/2025 10:36,,,,,,,,,
LP-O70ABYZUZV5-81,O70ABYZUZV5,LOG-81,8/5/2024 10:40,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 66847,5,8/5/2025 10:40,,,,,,,,,
LP-TDXXP45N2PU-62,TDXXP45N2PU,LOG-62,8/5/2024 10:46,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 990374,5,8/5/2025 10:46,,,,,,,,,
LP-V629IE46K90-74,V629IE46K90,LOG-74,8/5/2024 10:50,Top Up LinkAja,1,Jumlah uang: 106399,9,8/5/2025 10:50,,,,,,,,,
LP-ELP2ZNX2BFE-185,ELP2ZNX2BFE,LOG-185,8/5/2024 10:54,Pembayaran QRIS di Circle K,1,Jumlah uang: 95307,1255,8/5/2025 10:54,,,,,,,,,
LP-XQ6HQIGI3JX-136,XQ6HQIGI3JX,LOG-136,8/5/2024 10:59,Pembayaran Virtual Account Bibit,1,Jumlah uang: 596133,3,8/5/2025 10:59,,,,,,,,,
LP-O70ABYZUZV5-83,O70ABYZUZV5,LOG-83,8/5/2024 11:10,Top Up OVO,1,Jumlah uang: 109476,7,8/5/2025 11:10,,,,,,,,,
LP-7O97RRUP79D-8,7O97RRUP79D,LOG-8,8/5/2024 11:35,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 100480,2,8/5/2025 11:35,,,,,,,,,
LP-XLR1G4HMN21-21,XLR1G4HMN21,LOG-21,8/5/2024 11:42,Pembayaran Virtual Account PDAM,1,Jumlah uang: 785519,7,8/5/2025 11:42,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/5/2024 11:50,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 27828,7,8/5/2025 11:50,,,,,,,,,
LP-8TB51RBIF7X-158,8TB51RBIF7X,LOG-158,8/5/2024 12:33,Transfer ke Bank BRI (Non BI-Fast),1,Jumlah uang: 245613,8,8/5/2025 12:33,,,,,,,,,
LP-5KPJMHMXP61-167,5KPJMHMXP61,LOG-167,8/5/2024 12:35,PDAM,1,Jumlah uang: 51476,9,8/5/2025 12:35,,,,,,,,,
LP-2PNKXNUSK1V-91,2PNKXNUSK1V,LOG-91,8/5/2024 12:39,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 35282,5,8/5/2025 12:39,,,,,,,,,
LP-XQ6HQIGI3JX-134,XQ6HQIGI3JX,LOG-134,8/5/2024 12:47,Pembayaran Virtual Account Bibit,1,Jumlah uang: 583929,1,8/5/2025 12:47,,,,,,,,,
LP-5H1TZ6CG4UM-100,5H1TZ6CG4UM,LOG-100,8/5/2024 12:52,Pembayaran Virtual Account Bibit,1,Jumlah uang: 108031,5,8/5/2025 12:52,,,,,,,,,
LP-QX2FG9YB3ZG-35,QX2FG9YB3ZG,LOG-35,8/5/2024 13:18,Transfer ke Bank BRI (Non BI-Fast),1,Jumlah uang: 141468,11,8/5/2025 13:18,,,,,,,,,
LP-SMI06O0GLY6-144,SMI06O0GLY6,LOG-144,8/5/2024 13:18,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 76119,4,8/5/2025 13:18,,,,,,,,,
LP-5HHIFOTVV0X-131,5HHIFOTVV0X,LOG-131,8/5/2024 13:21,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 113006,8,8/5/2025 13:21,,,,,,,,,
LP-5HHIFOTVV0X-132,5HHIFOTVV0X,LOG-132,8/5/2024 13:22,Top Up OVO,1,Jumlah uang: 28004,10,8/5/2025 13:22,,,,,,,,,
LP-4RXDJLB0N8J-54,4RXDJLB0N8J,LOG-54,8/5/2024 13:32,Pembayaran Virtual Account PDAM,1,Jumlah uang: 871339,10,8/5/2025 13:32,,,,,,,,,
LP-A10BLCYC900-110,A10BLCYC900,LOG-110,8/5/2024 13:54,Telkom,1,Jumlah uang: 429648,8,8/5/2025 13:54,,,,,,,,,
LP-SUKK8F1TFQ1-41,SUKK8F1TFQ1,LOG-41,8/5/2024 13:55,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 15948,6,8/5/2025 13:55,,,,,,,,,
LP-O70ABYZUZV5-77,O70ABYZUZV5,LOG-77,8/5/2024 14:04,Pembayaran Virtual Account Bibit,1,Jumlah uang: 190692,1,8/5/2025 14:04,,,,,,,,,
LP-QX2FG9YB3ZG-34,QX2FG9YB3ZG,LOG-34,8/5/2024 14:14,PDAM,1,Jumlah uang: 162338,9,8/5/2025 14:14,,,,,,,,,
LP-8TB51RBIF7X-157,8TB51RBIF7X,LOG-157,8/5/2024 14:24,Three,1,Jumlah uang: 27826,6,8/5/2025 14:24,,,,,,,,,
LP-SMI06O0GLY6-142,SMI06O0GLY6,LOG-142,8/5/2024 14:37,Transfer ke Bank Danamon (Non BI-Fast),1,Jumlah uang: 499647,2,8/5/2025 14:37,,,,,,,,,
LP-4RXDJLB0N8J-47,4RXDJLB0N8J,LOG-47,8/5/2024 14:39,Top Up DANA,1,Jumlah uang: 100968,2,8/5/2025 14:39,,,,,,,,,
LP-A10BLCYC900-105,A10BLCYC900,LOG-105,8/5/2024 14:39,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 37987,1,8/5/2025 14:39,,,,,,,,,
LP-ELP2ZNX2BFE-181-R1,ELP2ZNX2BFE,LOG-181-R1,8/5/2024 14:41,Nasabah Baru,1,"Nasabah Baru, Saldo Awal Diatas 100,000 and Melakukan Aktivasi DIGI",1250,8/5/2025 14:41,,,,,,,,,
LP-ELP2ZNX2BFE-181,ELP2ZNX2BFE,LOG-181,8/5/2024 14:41,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 45989,1251,8/5/2025 14:41,,,,,,,,,
LP-NU9QMRMOKTC-176,NU9QMRMOKTC,LOG-176,8/5/2024 14:48,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 434823,7,8/5/2025 14:48,,,,,,,,,
LP-0LQ9UVUQE5F-118,0LQ9UVUQE5F,LOG-118,8/5/2024 14:50,Top Up LinkAja,1,Jumlah uang: 147639,4,8/5/2025 14:50,,,,,,,,,
LP-TDXXP45N2PU-58,TDXXP45N2PU,LOG-58,8/5/2024 15:03,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 49069,2,8/5/2025 15:03,,,,,,,,,
LP-O70ABYZUZV5-80,O70ABYZUZV5,LOG-80,8/5/2024 15:11,Pembayaran Virtual Account PDAM,1,Jumlah uang: 685204,4,8/5/2025 15:11,,,,,,,,,
LP-5H1TZ6CG4UM-103,5H1TZ6CG4UM,LOG-103,8/5/2024 15:42,Three,1,Jumlah uang: 617886,7,8/5/2025 15:42,,,,,,,,,
LP-5KPJMHMXP61-169,5KPJMHMXP61,LOG-169,8/5/2024 15:44,Top Up DANA,1,Jumlah uang: 75792,11,8/5/2025 15:44,,,,,,,,,
LP-XQ6HQIGI3JX-137,XQ6HQIGI3JX,LOG-137,8/5/2024 15:50,Pembayaran Virtual Account Bibit,1,Jumlah uang: 928098,4,8/5/2025 15:50,,,,,,,,,
LP-O70ABYZUZV5-84,O70ABYZUZV5,LOG-84,8/5/2024 15:52,Sriwijaya Air,1,Jumlah uang: 1321117,8,8/5/2025 15:52,,,,,,,,,
LP-FUU7IV5BU8D-1,FUU7IV5BU8D,LOG-1,8/5/2024 16:28,Garuda Indonesia,1,Jumlah uang: 957815,3,8/5/2025 16:28,,,,,,,,,
LP-4RXDJLB0N8J-48,4RXDJLB0N8J,LOG-48,8/5/2024 17:07,Transfer ke Bank Permata (BI-Fast),1,Jumlah uang: 286537,4,8/5/2025 17:07,,,,,,,,,
LP-SMI06O0GLY6-148,SMI06O0GLY6,LOG-148,8/5/2024 17:10,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 244107,6,8/5/2025 17:10,,,,,,,,,
LP-O70ABYZUZV5-79,O70ABYZUZV5,LOG-79,8/5/2024 17:18,Pembayaran QRIS di Circle K,1,Jumlah uang: 95230,3,8/5/2025 17:18,,,,,,,,,
LP-XLR1G4HMN21-18,XLR1G4HMN21,LOG-18,8/5/2024 17:32,Top Up LinkAja,1,Jumlah uang: 189716,3,8/5/2025 17:32,,,,,,,,,
LP-5H1TZ6CG4UM-99,5H1TZ6CG4UM,LOG-99,8/5/2024 18:07,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 781945,4,8/5/2025 18:07,,,,,,,,,
LP-QX2FG9YB3ZG-27,QX2FG9YB3ZG,LOG-27,8/5/2024 18:08,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 78186,1,8/5/2025 18:08,,,,,,,,,
LP-SUKK8F1TFQ1-43,SUKK8F1TFQ1,LOG-43,8/5/2024 18:18,Top Up GoPay,1,Jumlah uang: 44124,10,8/5/2025 18:18,,,,,,,,,
LP-7O97RRUP79D-16,7O97RRUP79D,LOG-16,8/5/2024 18:41,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 659791,12,8/5/2025 18:41,,,,,,,,,
LP-QX2FG9YB3ZG-36,QX2FG9YB3ZG,LOG-36,8/5/2024 18:50,Top Up GoPay,1,Jumlah uang: 164181,13,8/5/2025 18:50,,,,,,,,,
LP-0LQ9UVUQE5F-115,0LQ9UVUQE5F,LOG-115,8/5/2024 18:53,Pembayaran QRIS di Alfamart,1,Jumlah uang: 93205,2,8/5/2025 18:53,,,,,,,,,
LP-O70ABYZUZV5-78,O70ABYZUZV5,LOG-78,8/5/2024 18:59,Pembayaran QRIS di Circle K,1,Jumlah uang: 74066,2,8/5/2025 18:59,,,,,,,,,
LP-0LQ9UVUQE5F-119,0LQ9UVUQE5F,LOG-119,8/5/2024 19:00,Top Up OVO,1,Jumlah uang: 140447,6,8/5/2025 19:00,,,,,,,,,
LP-FUU7IV5BU8D-5,FUU7IV5BU8D,LOG-5,8/5/2024 19:20,BFI Finance,1,Jumlah uang: 5543075,7,8/5/2025 19:20,,,,,,,,,
LP-8TB51RBIF7X-159,8TB51RBIF7X,LOG-159,8/5/2024 19:25,BFI Finance,1,Jumlah uang: 1411242,9,8/5/2025 19:25,,,,,,,,,
LP-5KPJMHMXP61-161,5KPJMHMXP61,LOG-161,8/5/2024 19:31,Pembayaran Virtual Account Bibit,1,Jumlah uang: 171200,1,8/5/2025 19:31,,,,,,,,,
LP-QX2FG9YB3ZG-33,QX2FG9YB3ZG,LOG-33,8/5/2024 19:46,Pembayaran Virtual Account Bibit,1,Jumlah uang: 971189,8,8/5/2025 19:46,,,,,,,,,
LP-NU9QMRMOKTC-178,NU9QMRMOKTC,LOG-178,8/5/2024 19:49,Pembayaran Virtual Account PDAM,1,Jumlah uang: 107145,9,8/5/2025 19:49,,,,,,,,,
LP-XLR1G4HMN21-25,XLR1G4HMN21,LOG-25,8/5/2024 20:03,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 171141,13,8/5/2025 20:03,,,,,,,,,
LP-0LQ9UVUQE5F-114,0LQ9UVUQE5F,LOG-114,8/5/2024 20:27,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 25680,1,8/5/2025 20:27,,,,,,,,,
LP-NU9QMRMOKTC-174,NU9QMRMOKTC,LOG-174,8/5/2024 20:28,Pembayaran Virtual Account PDAM,1,Jumlah uang: 925402,4,8/5/2025 20:28,,,,,,,,,
