Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-4RXDJLB0N8J-52,4RXDJLB0N8J,LOG-52,8/2/2024 6:05,KAI,1,Jumlah uang: 82322,4,8/2/2025 6:05,,,,,,,,,
LP-0LQ9UVUQE5F-127,0LQ9UVUQE5F,LOG-127,8/2/2024 6:05,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 29022,8,8/2/2025 6:05,,,,,,,,,
LP-4RXDJLB0N8J-54,4RXDJLB0N8J,LOG-54,8/2/2024 7:02,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 157350,6,8/2/2025 7:02,,,,,,,,,
LP-SUKK8F1TFQ1-42,SUKK8F1TFQ1,LOG-42,8/2/2024 7:03,Top Up LinkAja,0,Jumlah uang: 23085,1,8/2/2025 7:03,,,,,,,,,
LP-FUU7IV5BU8D-9,FUU7IV5BU8D,LOG-9,8/2/2024 7:19,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 707397,10,8/2/2025 7:19,,,,,,,,,
LP-QX2FG9YB3ZG-38,QX2FG9YB3ZG,LOG-38,8/2/2024 7:27,PDAM,1,Jumlah uang: 108426,8,8/2/2025 7:27,,,,,,,,,
LP-SMI06O0GLY6-151,SMI06O0GLY6,LOG-151,8/2/2024 7:32,Pembayaran Virtual Account PDAM,1,Jumlah uang: 310892,4,8/2/2025 7:32,,,,,,,,,
LP-SUKK8F1TFQ1-41,SUKK8F1TFQ1,LOG-41,8/2/2024 7:38,Pembayaran Virtual Account Bibit,1,Jumlah uang: 423279,1,8/2/2025 7:38,,,,,,,,,
LP-0LQ9UVUQE5F-121,0LQ9UVUQE5F,LOG-121,8/2/2024 7:40,Top Up DANA,2,Jumlah uang: 68878,2,8/2/2025 7:40,,,,,,,,,
LP-5H1TZ6CG4UM-109,5H1TZ6CG4UM,LOG-109,8/2/2024 7:57,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 94792,11,8/2/2025 7:57,,,,,,,,,
LP-5HHIFOTVV0X-133,5HHIFOTVV0X,LOG-133,8/2/2024 8:24,Pembayaran QRIS di Circle K,0,Jumlah uang: 23653,3,8/2/2025 8:24,,,,,,,,,
LP-5H1TZ6CG4UM-103,5H1TZ6CG4UM,LOG-103,8/2/2024 8:32,Top Up OVO,2,Jumlah uang: 170231,6,8/2/2025 8:32,,,,,,,,,
LP-8TB51RBIF7X-166,8TB51RBIF7X,LOG-166,8/2/2024 8:39,Pembayaran QRIS di Alfamart,1,Jumlah uang: 96873,7,8/2/2025 8:39,,,,,,,,,
LP-XQ6HQIGI3JX-142,XQ6HQIGI3JX,LOG-142,8/2/2024 8:40,Top Up ShopeePay,2,Jumlah uang: 109772,4,8/2/2025 8:40,,,,,,,,,
LP-FUU7IV5BU8D-1,FUU7IV5BU8D,LOG-1,8/2/2024 8:41,Top Up LinkAja,2,Jumlah uang: 103407,3,8/2/2025 8:41,,,,,,,,,
LP-5H1TZ6CG4UM-107,5H1TZ6CG4UM,LOG-107,8/2/2024 8:45,Top Up OVO,2,Jumlah uang: 102832,10,8/2/2025 8:45,,,,,,,,,
LP-SUKK8F1TFQ1-45,SUKK8F1TFQ1,LOG-45,8/2/2024 8:48,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 324921,4,8/2/2025 8:48,,,,,,,,,
LP-XLR1G4HMN21-25,XLR1G4HMN21,LOG-25,8/2/2024 8:59,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 942528,6,8/2/2025 8:59,,,,,,,,,
LP-4RXDJLB0N8J-55,4RXDJLB0N8J,LOG-55,8/2/2024 9:00,Transfer ke Bank Sinarmas (BI-Fast),1,Jumlah uang: 610603,7,8/2/2025 9:00,,,,,,,,,
LP-2PNKXNUSK1V-90,2PNKXNUSK1V,LOG-90,8/2/2024 9:11,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 798253,1,8/2/2025 9:11,,,,,,,,,
LP-A10BLCYC900-113,A10BLCYC900,LOG-113,8/2/2024 9:15,Top Up GoPay,2,Jumlah uang: 168366,4,8/2/2025 9:15,,,,,,,,,
LP-A10BLCYC900-114,A10BLCYC900,LOG-114,8/2/2024 9:18,XL,1,Jumlah uang: 53014,5,8/2/2025 9:18,,,,,,,,,
LP-TDXXP45N2PU-60,TDXXP45N2PU,LOG-60,8/2/2024 9:26,Three,1,Jumlah uang: 184291,1,8/2/2025 9:26,,,,,,,,,
LP-5HHIFOTVV0X-135,5HHIFOTVV0X,LOG-135,8/2/2024 9:40,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 633594,5,8/2/2025 9:40,,,,,,,,,
LP-2PNKXNUSK1V-99,2PNKXNUSK1V,LOG-99,8/2/2024 9:41,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 324741,10,8/2/2025 9:41,,,,,,,,,
LP-O70ABYZUZV5-85,O70ABYZUZV5,LOG-85,8/2/2024 9:44,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 994791,7,8/2/2025 9:44,,,,,,,,,
LP-5KPJMHMXP61-169,5KPJMHMXP61,LOG-169,8/2/2024 9:45,Top Up GoPay,2,Jumlah uang: 78425,2,8/2/2025 9:45,,,,,,,,,
LP-V629IE46K90-70,V629IE46K90,LOG-70,8/2/2024 9:47,Pembayaran Virtual Account Bibit,1,Jumlah uang: 254191,1,8/2/2025 9:47,,,,,,,,,
LP-5KPJMHMXP61-175,5KPJMHMXP61,LOG-175,8/2/2024 9:57,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 896888,8,8/2/2025 9:57,,,,,,,,,
LP-NU9QMRMOKTC-182,NU9QMRMOKTC,LOG-182,8/2/2024 9:59,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 537269,4,8/2/2025 9:59,,,,,,,,,
LP-8TB51RBIF7X-163,8TB51RBIF7X,LOG-163,8/2/2024 10:09,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 948366,4,8/2/2025 10:09,,,,,,,,,
LP-A10BLCYC900-118,A10BLCYC900,LOG-118,8/2/2024 10:23,Garuda Indonesia,1,Jumlah uang: 735978,9,8/2/2025 10:23,,,,,,,,,
LP-XLR1G4HMN21-27,XLR1G4HMN21,LOG-27,8/2/2024 10:25,Pembayaran Virtual Account Bibit,1,Jumlah uang: 773147,8,8/2/2025 10:25,,,,,,,,,
LP-FUU7IV5BU8D-4,FUU7IV5BU8D,LOG-4,8/2/2024 10:34,Top Up ShopeePay,0,Jumlah uang: 15194,6,8/2/2025 10:34,,,,,,,,,
LP-XQ6HQIGI3JX-148,XQ6HQIGI3JX,LOG-148,8/2/2024 10:35,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 188012,12,8/2/2025 10:35,,,,,,,,,
LP-XQ6HQIGI3JX-144,XQ6HQIGI3JX,LOG-144,8/2/2024 11:18,Pembayaran Virtual Account Bibit,1,Jumlah uang: 184240,7,8/2/2025 11:18,,,,,,,,,
LP-4RXDJLB0N8J-56,4RXDJLB0N8J,LOG-56,8/2/2024 11:30,PDAM,1,Jumlah uang: 86775,8,8/2/2025 11:30,,,,,,,,,
LP-TDXXP45N2PU-69,TDXXP45N2PU,LOG-69,8/2/2024 11:32,Telkom,1,Jumlah uang: 274575,11,8/2/2025 11:32,,,,,,,,,
LP-5KPJMHMXP61-178,5KPJMHMXP61,LOG-178,8/2/2024 11:33,Top Up ShopeePay,2,Jumlah uang: 98840,11,8/2/2025 11:33,,,,,,,,,
LP-O70ABYZUZV5-88,O70ABYZUZV5,LOG-88,8/2/2024 11:56,Top Up GoPay,2,Jumlah uang: 51671,13,8/2/2025 11:56,,,,,,,,,
LP-5KPJMHMXP61-177,5KPJMHMXP61,LOG-177,8/2/2024 11:59,Pembayaran Virtual Account PDAM,1,Jumlah uang: 747119,9,8/2/2025 11:59,,,,,,,,,
LP-V629IE46K90-72,V629IE46K90,LOG-72,8/2/2024 11:59,Pembayaran QRIS di Indomart,1,Jumlah uang: 97520,3,8/2/2025 11:59,,,,,,,,,
LP-5HHIFOTVV0X-129,5HHIFOTVV0X,LOG-129,8/2/2024 12:15,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 58386,1,8/2/2025 12:15,,,,,,,,,
LP-SMI06O0GLY6-149,SMI06O0GLY6,LOG-149,8/2/2024 12:19,Pembayaran Virtual Account Bibit,1,Jumlah uang: 715566,1,8/2/2025 12:19,,,,,,,,,
LP-XLR1G4HMN21-26,XLR1G4HMN21,LOG-26,8/2/2024 12:21,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 31158,7,8/2/2025 12:21,,,,,,,,,
LP-5H1TZ6CG4UM-106,5H1TZ6CG4UM,LOG-106,8/2/2024 12:32,Top Up ShopeePay,0,Jumlah uang: 22748,8,8/2/2025 12:32,,,,,,,,,
LP-7O97RRUP79D-11,7O97RRUP79D,LOG-11,8/2/2024 12:37,PDAM,1,Jumlah uang: 124796,2,8/2/2025 12:37,,,,,,,,,
LP-5HHIFOTVV0X-134,5HHIFOTVV0X,LOG-134,8/2/2024 12:46,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 166073,4,8/2/2025 12:46,,,,,,,,,
LP-FUU7IV5BU8D-0,FUU7IV5BU8D,LOG-0,8/2/2024 12:55,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 981234,1,8/2/2025 12:55,,,,,,,,,
LP-O70ABYZUZV5-83,O70ABYZUZV5,LOG-83,8/2/2024 12:56,Top Up ShopeePay,2,Jumlah uang: 168954,5,8/2/2025 12:56,,,,,,,,,
LP-V629IE46K90-74,V629IE46K90,LOG-74,8/2/2024 13:02,KAI,1,Jumlah uang: 77504,6,8/2/2025 13:02,,,,,,,,,
LP-A10BLCYC900-117,A10BLCYC900,LOG-117,8/2/2024 13:02,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 37475,8,8/2/2025 13:02,,,,,,,,,
LP-TDXXP45N2PU-64,TDXXP45N2PU,LOG-64,8/2/2024 13:09,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 148141,6,8/2/2025 13:09,,,,,,,,,
LP-8TB51RBIF7X-168,8TB51RBIF7X,LOG-168,8/2/2024 13:13,Pembayaran Virtual Account Bibit,1,Jumlah uang: 247377,8,8/2/2025 13:13,,,,,,,,,
LP-NU9QMRMOKTC-181,NU9QMRMOKTC,LOG-181,8/2/2024 13:56,Top Up ShopeePay,2,Jumlah uang: 31252,3,8/2/2025 13:56,,,,,,,,,
LP-SMI06O0GLY6-156,SMI06O0GLY6,LOG-156,8/2/2024 14:10,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 31938,7,8/2/2025 14:10,,,,,,,,,
LP-5KPJMHMXP61-173,5KPJMHMXP61,LOG-173,8/2/2024 14:22,BFI Finance,1,Jumlah uang: 8368500,6,8/2/2025 14:22,,,,,,,,,
LP-O70ABYZUZV5-84,O70ABYZUZV5,LOG-84,8/2/2024 14:25,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 41202,6,8/2/2025 14:25,,,,,,,,,
LP-TDXXP45N2PU-68,TDXXP45N2PU,LOG-68,8/2/2024 14:33,Pajak Motor,1,Jumlah uang: 4548396,10,8/2/2025 14:33,,,,,,,,,
LP-7O97RRUP79D-19,7O97RRUP79D,LOG-19,8/2/2024 14:38,Top Up GoPay,2,Jumlah uang: 145574,14,8/2/2025 14:38,,,,,,,,,
LP-XLR1G4HMN21-24,XLR1G4HMN21,LOG-24,8/2/2024 14:41,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 99011,5,8/2/2025 14:41,,,,,,,,,
LP-A10BLCYC900-111,A10BLCYC900,LOG-111,8/2/2024 14:56,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 842054,1,8/2/2025 14:56,,,,,,,,,
LP-FUU7IV5BU8D-2,FUU7IV5BU8D,LOG-2,8/2/2024 15:20,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 280738,5,8/2/2025 15:20,,,,,,,,,
LP-5HHIFOTVV0X-132,5HHIFOTVV0X,LOG-132,8/2/2024 15:22,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 888886,3,8/2/2025 15:22,,,,,,,,,
LP-A10BLCYC900-115,A10BLCYC900,LOG-115,8/2/2024 15:46,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 785953,6,8/2/2025 15:46,,,,,,,,,
LP-O70ABYZUZV5-82,O70ABYZUZV5,LOG-82,8/2/2024 15:46,BPJS,1,Jumlah uang: 87531,3,8/2/2025 15:46,,,,,,,,,
LP-8TB51RBIF7X-165,8TB51RBIF7X,LOG-165,8/2/2024 15:48,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 217897,6,8/2/2025 15:48,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/2/2024 16:11,Top Up DANA,2,Jumlah uang: 70615,5,8/2/2025 16:11,,,,,,,,,
LP-XLR1G4HMN21-23,XLR1G4HMN21,LOG-23,8/2/2024 16:15,Top Up OVO,2,Jumlah uang: 168642,4,8/2/2025 16:15,,,,,,,,,
LP-4RXDJLB0N8J-53,4RXDJLB0N8J,LOG-53,8/2/2024 16:15,Pembayaran Virtual Account Bibit,1,Jumlah uang: 861902,5,8/2/2025 16:15,,,,,,,,,
LP-5H1TZ6CG4UM-101,5H1TZ6CG4UM,LOG-101,8/2/2024 16:24,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 873158,3,8/2/2025 16:24,,,,,,,,,
LP-8TB51RBIF7X-159,8TB51RBIF7X,LOG-159,8/2/2024 16:30,Pembayaran QRIS di Circle K,0,Jumlah uang: 12113,0,8/2/2025 16:30,,,,,,,,,
LP-TDXXP45N2PU-66,TDXXP45N2PU,LOG-66,8/2/2024 16:33,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 74940,8,8/2/2025 16:33,,,,,,,,,
LP-5H1TZ6CG4UM-102,5H1TZ6CG4UM,LOG-102,8/2/2024 16:34,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 606236,4,8/2/2025 16:34,,,,,,,,,
LP-5H1TZ6CG4UM-108,5H1TZ6CG4UM,LOG-108,8/2/2024 16:40,Top Up ShopeePay,0,Jumlah uang: 18496,10,8/2/2025 16:40,,,,,,,,,
LP-V629IE46K90-71,V629IE46K90,LOG-71,8/2/2024 16:41,Pembayaran QRIS di Circle K,1,Jumlah uang: 63832,2,8/2/2025 16:41,,,,,,,,,
LP-FUU7IV5BU8D-3,FUU7IV5BU8D,LOG-3,8/2/2024 16:48,Indosat Ooredoo,1,Jumlah uang: 156848,6,8/2/2025 16:48,,,,,,,,,
LP-7O97RRUP79D-16,7O97RRUP79D,LOG-16,8/2/2024 16:49,Top Up LinkAja,2,Jumlah uang: 117110,10,8/2/2025 16:49,,,,,,,,,
LP-4RXDJLB0N8J-51,4RXDJLB0N8J,LOG-51,8/2/2024 17:10,PDAM,1,Jumlah uang: 92855,3,8/2/2025 17:10,,,,,,,,,
LP-ELP2ZNX2BFE-195,ELP2ZNX2BFE,LOG-195,8/2/2024 17:13,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 819557,1257,8/2/2025 17:13,,,,,,,,,
LP-A10BLCYC900-110,A10BLCYC900,LOG-110,8/2/2024 17:26,Top Up LinkAja,0,Jumlah uang: 10031,0,8/2/2025 17:26,,,,,,,,,
LP-TDXXP45N2PU-63,TDXXP45N2PU,LOG-63,8/2/2024 17:34,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 71613,5,8/2/2025 17:34,,,,,,,,,
LP-7O97RRUP79D-18,7O97RRUP79D,LOG-18,8/2/2024 17:35,Top Up ShopeePay,2,Jumlah uang: 163644,12,8/2/2025 17:35,,,,,,,,,
LP-FUU7IV5BU8D-5,FUU7IV5BU8D,LOG-5,8/2/2024 17:37,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 500746,7,8/2/2025 17:37,,,,,,,,,
LP-8TB51RBIF7X-161,8TB51RBIF7X,LOG-161,8/2/2024 17:41,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 668197,2,8/2/2025 17:41,,,,,,,,,
LP-5HHIFOTVV0X-136,5HHIFOTVV0X,LOG-136,8/2/2024 17:43,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 506301,7,8/2/2025 17:43,,,,,,,,,
LP-0LQ9UVUQE5F-122,0LQ9UVUQE5F,LOG-122,8/2/2024 17:44,Pembayaran QRIS di Alfamart,0,Jumlah uang: 20222,2,8/2/2025 17:44,,,,,,,,,
LP-0LQ9UVUQE5F-128,0LQ9UVUQE5F,LOG-128,8/2/2024 17:48,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 32857,9,8/2/2025 17:48,,,,,,,,,
LP-QX2FG9YB3ZG-36,QX2FG9YB3ZG,LOG-36,8/2/2024 17:54,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 103709,7,8/2/2025 17:54,,,,,,,,,
LP-5KPJMHMXP61-170,5KPJMHMXP61,LOG-170,8/2/2024 18:06,Top Up ShopeePay,2,Jumlah uang: 36628,4,8/2/2025 18:06,,,,,,,,,
LP-XQ6HQIGI3JX-146,XQ6HQIGI3JX,LOG-146,8/2/2024 18:14,Top Up OVO,2,Jumlah uang: 136714,10,8/2/2025 18:14,,,,,,,,,
LP-7O97RRUP79D-12,7O97RRUP79D,LOG-12,8/2/2024 18:19,Top Up GoPay,2,Jumlah uang: 44890,4,8/2/2025 18:19,,,,,,,,,
LP-SUKK8F1TFQ1-44,SUKK8F1TFQ1,LOG-44,8/2/2024 18:37,Top Up GoPay,2,Jumlah uang: 144991,3,8/2/2025 18:37,,,,,,,,,
LP-5H1TZ6CG4UM-105,5H1TZ6CG4UM,LOG-105,8/2/2024 18:38,BFI Finance,1,Jumlah uang: 5703273,8,8/2/2025 18:38,,,,,,,,,
LP-SUKK8F1TFQ1-49,SUKK8F1TFQ1,LOG-49,8/2/2024 19:19,Pembayaran Virtual Account Bibit,1,Jumlah uang: 830806,9,8/2/2025 19:19,,,,,,,,,
LP-2PNKXNUSK1V-92,2PNKXNUSK1V,LOG-92,8/2/2024 19:31,Pembayaran Virtual Account Bibit,1,Jumlah uang: 431591,4,8/2/2025 19:31,,,,,,,,,
LP-NU9QMRMOKTC-185,NU9QMRMOKTC,LOG-185,8/2/2024 19:46,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 753609,5,8/2/2025 19:46,,,,,,,,,
LP-ELP2ZNX2BFE-187-R1,ELP2ZNX2BFE,LOG-187-R1,8/2/2024 19:54,Nasabah Baru,1250,"Nasabah Baru, Saldo Awal Diatas 100,000 and Melakukan Aktivasi DIGI",1250,8/2/2025 19:54,,,,,,,,,
LP-ELP2ZNX2BFE-187,ELP2ZNX2BFE,LOG-187,8/2/2024 19:54,Pembayaran QRIS di Circle K,1251,Jumlah uang: 75494,1251,8/2/2025 19:54,,,,,,,,,
LP-XLR1G4HMN21-21,XLR1G4HMN21,LOG-21,8/2/2024 20:14,Pembayaran Virtual Account PDAM,1,Jumlah uang: 964587,2,8/2/2025 20:14,,,,,,,,,
LP-SMI06O0GLY6-152,SMI06O0GLY6,LOG-152,8/2/2024 20:16,Top Up GoPay,0,Jumlah uang: 11294,4,8/2/2025 20:16,,,,,,,,,
LP-A10BLCYC900-116,A10BLCYC900,LOG-116,8/2/2024 20:28,Pembayaran Virtual Account PDAM,1,Jumlah uang: 857522,7,8/2/2025 20:28,,,,,,,,,
LP-0LQ9UVUQE5F-123,0LQ9UVUQE5F,LOG-123,8/2/2024 20:28,Top Up ShopeePay,2,Jumlah uang: 109644,4,8/2/2025 20:28,,,,,,,,,
LP-7O97RRUP79D-10,7O97RRUP79D,LOG-10,8/2/2024 20:31,BRI,1,Jumlah uang: 5536774,1,8/2/2025 20:31,,,,,,,,,
LP-FUU7IV5BU8D-7,FUU7IV5BU8D,LOG-7,8/2/2024 20:32,Pembayaran Virtual Account PDAM,1,Jumlah uang: 695123,8,8/2/2025 20:32,,,,,,,,,
LP-TDXXP45N2PU-65,TDXXP45N2PU,LOG-65,8/2/2024 20:39,Whoosh,1,Jumlah uang: 86329,7,8/2/2025 20:39,,,,,,,,,
