Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-QX2FG9YB3ZG-36,QX2FG9YB3ZG,LOG-36,8/3/2024 4:44,Pembayaran QRIS di Wheels Coffee Roaster,0,Jumlah uang: 10667,6,8/3/2025 4:44,,,,,,,,,
LP-5H1TZ6CG4UM-99,5H1TZ6CG4UM,LOG-99,8/3/2024 4:49,Top Up LinkAja,2,Jumlah uang: 28667,3,8/3/2025 4:49,,,,,,,,,
LP-O70ABYZUZV5-79,O70ABYZUZV5,LOG-79,8/3/2024 5:00,Pembayaran Virtual Account Bibit,1,Jumlah uang: 443072,3,8/3/2025 5:00,,,,,,,,,
LP-7O97RRUP79D-16,7O97RRUP79D,LOG-16,8/3/2024 5:05,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 90618,6,8/3/2025 5:05,,,,,,,,,
LP-O70ABYZUZV5-85,O70ABYZUZV5,LOG-85,8/3/2024 5:23,Top Up GoPay,2,Jumlah uang: 130873,12,8/3/2025 5:23,,,,,,,,,
LP-NU9QMRMOKTC-178,NU9QMRMOKTC,LOG-178,8/3/2024 5:36,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 325575,2,8/3/2025 5:36,,,,,,,,,
LP-TDXXP45N2PU-61,TDXXP45N2PU,LOG-61,8/3/2024 5:37,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 992896,5,8/3/2025 5:37,,,,,,,,,
LP-5HHIFOTVV0X-136,5HHIFOTVV0X,LOG-136,8/3/2024 5:56,Transvision,1,Jumlah uang: 317671,11,8/3/2025 5:56,,,,,,,,,
LP-FUU7IV5BU8D-3,FUU7IV5BU8D,LOG-3,8/3/2024 5:57,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 80081,4,8/3/2025 5:57,,,,,,,,,
LP-0LQ9UVUQE5F-119,0LQ9UVUQE5F,LOG-119,8/3/2024 6:21,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 273488,2,8/3/2025 6:21,,,,,,,,,
LP-8TB51RBIF7X-157,8TB51RBIF7X,LOG-157,8/3/2024 6:21,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 336661,1,8/3/2025 6:21,,,,,,,,,
LP-SUKK8F1TFQ1-45,SUKK8F1TFQ1,LOG-45,8/3/2024 6:24,Top Up LinkAja,2,Jumlah uang: 115203,7,8/3/2025 6:24,,,,,,,,,
LP-5HHIFOTVV0X-131,5HHIFOTVV0X,LOG-131,8/3/2024 6:41,Pembayaran QRIS di Wheels Coffee Roaster,0,Jumlah uang: 15833,5,8/3/2025 6:41,,,,,,,,,
LP-O70ABYZUZV5-80,O70ABYZUZV5,LOG-80,8/3/2024 6:48,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 352840,4,8/3/2025 6:48,,,,,,,,,
LP-8TB51RBIF7X-161,8TB51RBIF7X,LOG-161,8/3/2024 6:51,Pembayaran Virtual Account Bibit,1,Jumlah uang: 129944,3,8/3/2025 6:51,,,,,,,,,
LP-O70ABYZUZV5-82,O70ABYZUZV5,LOG-82,8/3/2024 6:55,Top Up ShopeePay,2,Jumlah uang: 35131,6,8/3/2025 6:55,,,,,,,,,
LP-0LQ9UVUQE5F-120,0LQ9UVUQE5F,LOG-120,8/3/2024 7:03,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 893302,3,8/3/2025 7:03,,,,,,,,,
LP-4RXDJLB0N8J-56,4RXDJLB0N8J,LOG-56,8/3/2024 7:13,KAI,1,Jumlah uang: 184390,9,8/3/2025 7:13,,,,,,,,,
LP-4RXDJLB0N8J-51,4RXDJLB0N8J,LOG-51,8/3/2024 7:17,Pembayaran Virtual Account Bibit,1,Jumlah uang: 460760,5,8/3/2025 7:17,,,,,,,,,
LP-QX2FG9YB3ZG-34,QX2FG9YB3ZG,LOG-34,8/3/2024 7:18,MNC Vision,1,Jumlah uang: 399313,5,8/3/2025 7:18,,,,,,,,,
LP-NU9QMRMOKTC-182,NU9QMRMOKTC,LOG-182,8/3/2024 7:23,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 267577,5,8/3/2025 7:23,,,,,,,,,
LP-FUU7IV5BU8D-6,FUU7IV5BU8D,LOG-6,8/3/2024 7:30,KAI,1,Jumlah uang: 50234,7,8/3/2025 7:30,,,,,,,,,
LP-SMI06O0GLY6-151,SMI06O0GLY6,LOG-151,8/3/2024 7:34,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 61918,6,8/3/2025 7:34,,,,,,,,,
LP-FUU7IV5BU8D-5,FUU7IV5BU8D,LOG-5,8/3/2024 7:50,Transfer ke Bank BTN (BI-Fast),1,Jumlah uang: 152822,6,8/3/2025 7:50,,,,,,,,,
LP-O70ABYZUZV5-87,O70ABYZUZV5,LOG-87,8/3/2024 8:26,MNC Vision,1,Jumlah uang: 324103,15,8/3/2025 8:26,,,,,,,,,
LP-O70ABYZUZV5-83,O70ABYZUZV5,LOG-83,8/3/2024 8:32,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 944088,8,8/3/2025 8:32,,,,,,,,,
LP-SMI06O0GLY6-154,SMI06O0GLY6,LOG-154,8/3/2024 8:40,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 98523,10,8/3/2025 8:40,,,,,,,,,
LP-5KPJMHMXP61-173,5KPJMHMXP61,LOG-173,8/3/2024 8:56,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 628122,7,8/3/2025 8:56,,,,,,,,,
LP-A10BLCYC900-113,A10BLCYC900,LOG-113,8/3/2024 8:56,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 930773,6,8/3/2025 8:56,,,,,,,,,
LP-SUKK8F1TFQ1-41,SUKK8F1TFQ1,LOG-41,8/3/2024 9:30,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 924238,3,8/3/2025 9:30,,,,,,,,,
LP-V629IE46K90-70,V629IE46K90,LOG-70,8/3/2024 9:36,Top Up GoPay,2,Jumlah uang: 103959,5,8/3/2025 9:36,,,,,,,,,
LP-SUKK8F1TFQ1-42,SUKK8F1TFQ1,LOG-42,8/3/2024 9:45,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 848366,4,8/3/2025 9:45,,,,,,,,,
LP-QX2FG9YB3ZG-33,QX2FG9YB3ZG,LOG-33,8/3/2024 9:49,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 76396,4,8/3/2025 9:49,,,,,,,,,
LP-QX2FG9YB3ZG-32,QX2FG9YB3ZG,LOG-32,8/3/2024 9:52,Pembayaran Virtual Account Bibit,1,Jumlah uang: 451123,3,8/3/2025 9:52,,,,,,,,,
LP-4RXDJLB0N8J-50,4RXDJLB0N8J,LOG-50,8/3/2024 9:53,Top Up OVO,2,Jumlah uang: 131384,4,8/3/2025 9:53,,,,,,,,,
LP-A10BLCYC900-114,A10BLCYC900,LOG-114,8/3/2024 10:03,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 265703,7,8/3/2025 10:03,,,,,,,,,
LP-QX2FG9YB3ZG-35,QX2FG9YB3ZG,LOG-35,8/3/2024 10:11,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 702767,6,8/3/2025 10:11,,,,,,,,,
LP-A10BLCYC900-112,A10BLCYC900,LOG-112,8/3/2024 10:24,Pembayaran Virtual Account PDAM,1,Jumlah uang: 907109,4,8/3/2025 10:24,,,,,,,,,
LP-5KPJMHMXP61-167,5KPJMHMXP61,LOG-167,8/3/2024 10:33,Pembayaran QRIS di Kumari Cafe,0,Jumlah uang: 10134,0,8/3/2025 10:33,,,,,,,,,
LP-2PNKXNUSK1V-94,2PNKXNUSK1V,LOG-94,8/3/2024 10:50,Pembayaran QRIS di Alfamart,1,Jumlah uang: 29014,6,8/3/2025 10:50,,,,,,,,,
LP-4RXDJLB0N8J-57,4RXDJLB0N8J,LOG-57,8/3/2024 10:51,Top Up LinkAja,2,Jumlah uang: 176440,11,8/3/2025 10:51,,,,,,,,,
LP-5H1TZ6CG4UM-105,5H1TZ6CG4UM,LOG-105,8/3/2024 10:58,Pembayaran Virtual Account PDAM,1,Jumlah uang: 247275,7,8/3/2025 10:58,,,,,,,,,
LP-TDXXP45N2PU-62,TDXXP45N2PU,LOG-62,8/3/2024 11:01,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 34719,6,8/3/2025 11:01,,,,,,,,,
LP-5HHIFOTVV0X-134,5HHIFOTVV0X,LOG-134,8/3/2024 11:05,IndiHome,1,Jumlah uang: 904139,9,8/3/2025 11:05,,,,,,,,,
LP-XLR1G4HMN21-25,XLR1G4HMN21,LOG-25,8/3/2024 11:32,Top Up ShopeePay,2,Jumlah uang: 132622,5,8/3/2025 11:32,,,,,,,,,
LP-TDXXP45N2PU-65,TDXXP45N2PU,LOG-65,8/3/2024 11:33,BFI Finance,1,Jumlah uang: 6585033,9,8/3/2025 11:33,,,,,,,,,
LP-V629IE46K90-76,V629IE46K90,LOG-76,8/3/2024 11:36,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 540374,11,8/3/2025 11:36,,,,,,,,,
LP-V629IE46K90-69,V629IE46K90,LOG-69,8/3/2024 11:49,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 38719,3,8/3/2025 11:49,,,,,,,,,
LP-SMI06O0GLY6-152,SMI06O0GLY6,LOG-152,8/3/2024 11:56,Top Up OVO,2,Jumlah uang: 27911,8,8/3/2025 11:56,,,,,,,,,
LP-SMI06O0GLY6-149,SMI06O0GLY6,LOG-149,8/3/2024 12:01,Top Up ShopeePay,2,Jumlah uang: 157230,3,8/3/2025 12:01,,,,,,,,,
LP-NU9QMRMOKTC-179,NU9QMRMOKTC,LOG-179,8/3/2024 12:03,PDAM,1,Jumlah uang: 107723,3,8/3/2025 12:03,,,,,,,,,
LP-A10BLCYC900-111,A10BLCYC900,LOG-111,8/3/2024 12:11,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 36882,3,8/3/2025 12:11,,,,,,,,,
LP-O70ABYZUZV5-86,O70ABYZUZV5,LOG-86,8/3/2024 12:18,Transfer ke Bank CIMB Niaga (BI-Fast),2,Jumlah uang: 653244,14,8/3/2025 12:18,,,,,,,,,
LP-V629IE46K90-71,V629IE46K90,LOG-71,8/3/2024 12:27,Smartfren,1,Jumlah uang: 361586,6,8/3/2025 12:27,,,,,,,,,
LP-5H1TZ6CG4UM-107,5H1TZ6CG4UM,LOG-107,8/3/2024 12:44,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 668462,10,8/3/2025 12:44,,,,,,,,,
LP-SUKK8F1TFQ1-47,SUKK8F1TFQ1,LOG-47,8/3/2024 12:58,Transfer ke Bank BSI (BI-Fast),1,Jumlah uang: 587234,9,8/3/2025 12:58,,,,,,,,,
LP-SUKK8F1TFQ1-46,SUKK8F1TFQ1,LOG-46,8/3/2024 13:12,Pembayaran Virtual Account PDAM,1,Jumlah uang: 758110,8,8/3/2025 13:12,,,,,,,,,
LP-XLR1G4HMN21-27,XLR1G4HMN21,LOG-27,8/3/2024 13:21,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 433355,8,8/3/2025 13:21,,,,,,,,,
LP-2PNKXNUSK1V-91,2PNKXNUSK1V,LOG-91,8/3/2024 13:23,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 607839,2,8/3/2025 13:23,,,,,,,,,
LP-5H1TZ6CG4UM-106,5H1TZ6CG4UM,LOG-106,8/3/2024 13:35,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 821251,8,8/3/2025 13:35,,,,,,,,,
LP-7O97RRUP79D-19,7O97RRUP79D,LOG-19,8/3/2024 13:44,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 69236,8,8/3/2025 13:44,,,,,,,,,
LP-QX2FG9YB3ZG-31,QX2FG9YB3ZG,LOG-31,8/3/2024 14:11,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 417584,2,8/3/2025 14:11,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/3/2024 14:20,Top Up LinkAja,2,Jumlah uang: 64307,8,8/3/2025 14:20,,,,,,,,,
LP-5KPJMHMXP61-169,5KPJMHMXP61,LOG-169,8/3/2024 14:23,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 766309,3,8/3/2025 14:23,,,,,,,,,
LP-4RXDJLB0N8J-48,4RXDJLB0N8J,LOG-48,8/3/2024 14:28,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 79542,1,8/3/2025 14:28,,,,,,,,,
LP-V629IE46K90-68,V629IE46K90,LOG-68,8/3/2024 14:37,Top Up OVO,2,Jumlah uang: 178505,2,8/3/2025 14:37,,,,,,,,,
LP-2PNKXNUSK1V-90,2PNKXNUSK1V,LOG-90,8/3/2024 14:42,Top Up LinkAja,0,Jumlah uang: 13763,1,8/3/2025 14:42,,,,,,,,,
LP-XQ6HQIGI3JX-139,XQ6HQIGI3JX,LOG-139,8/3/2024 14:52,Sriwijaya Air,1,Jumlah uang: 1214334,4,8/3/2025 14:52,,,,,,,,,
LP-0LQ9UVUQE5F-125,0LQ9UVUQE5F,LOG-125,8/3/2024 15:21,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 281955,6,8/3/2025 15:21,,,,,,,,,
LP-NU9QMRMOKTC-181,NU9QMRMOKTC,LOG-181,8/3/2024 15:34,Pajak Motor,1,Jumlah uang: 6716341,4,8/3/2025 15:34,,,,,,,,,
LP-8TB51RBIF7X-160,8TB51RBIF7X,LOG-160,8/3/2024 15:36,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 371336,2,8/3/2025 15:36,,,,,,,,,
LP-8TB51RBIF7X-163,8TB51RBIF7X,LOG-163,8/3/2024 15:52,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 199844,5,8/3/2025 15:52,,,,,,,,,
LP-A10BLCYC900-115,A10BLCYC900,LOG-115,8/3/2024 16:06,Top Up GoPay,2,Jumlah uang: 144367,9,8/3/2025 16:06,,,,,,,,,
LP-XQ6HQIGI3JX-140,XQ6HQIGI3JX,LOG-140,8/3/2024 16:11,IndiHome,1,Jumlah uang: 848735,5,8/3/2025 16:11,,,,,,,,,
LP-O70ABYZUZV5-78,O70ABYZUZV5,LOG-78,8/3/2024 16:13,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 578059,2,8/3/2025 16:13,,,,,,,,,
LP-5H1TZ6CG4UM-104,5H1TZ6CG4UM,LOG-104,8/3/2024 16:25,Top Up ShopeePay,2,Jumlah uang: 65959,6,8/3/2025 16:25,,,,,,,,,
LP-ELP2ZNX2BFE-187,ELP2ZNX2BFE,LOG-187,8/3/2024 16:35,KAI,1,Jumlah uang: 163760,1252,8/3/2025 16:35,,,,,,,,,
LP-A10BLCYC900-116,A10BLCYC900,LOG-116,8/3/2024 16:35,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 56152,10,8/3/2025 16:35,,,,,,,,,
LP-2PNKXNUSK1V-89,2PNKXNUSK1V,LOG-89,8/3/2024 17:06,Top Up LinkAja,0,Jumlah uang: 17569,1,8/3/2025 17:06,,,,,,,,,
LP-XLR1G4HMN21-20,XLR1G4HMN21,LOG-20,8/3/2024 17:34,Pembayaran Virtual Account Bibit,1,Jumlah uang: 126799,1,8/3/2025 17:34,,,,,,,,,
LP-0LQ9UVUQE5F-121,0LQ9UVUQE5F,LOG-121,8/3/2024 17:44,Pembayaran Virtual Account PDAM,1,Jumlah uang: 470407,4,8/3/2025 17:44,,,,,,,,,
LP-V629IE46K90-75,V629IE46K90,LOG-75,8/3/2024 17:47,Top Up LinkAja,2,Jumlah uang: 129875,10,8/3/2025 17:47,,,,,,,,,
LP-5HHIFOTVV0X-133,5HHIFOTVV0X,LOG-133,8/3/2024 17:47,Top Up ShopeePay,2,Jumlah uang: 45147,8,8/3/2025 17:47,,,,,,,,,
LP-XQ6HQIGI3JX-138,XQ6HQIGI3JX,LOG-138,8/3/2024 17:50,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 347005,3,8/3/2025 17:50,,,,,,,,,
LP-5HHIFOTVV0X-127,5HHIFOTVV0X,LOG-127,8/3/2024 17:52,Top Up OVO,0,Jumlah uang: 16098,0,8/3/2025 17:52,,,,,,,,,
LP-5KPJMHMXP61-168,5KPJMHMXP61,LOG-168,8/3/2024 17:56,Top Up DANA,2,Jumlah uang: 52596,2,8/3/2025 17:56,,,,,,,,,
LP-XQ6HQIGI3JX-146,XQ6HQIGI3JX,LOG-146,8/3/2024 17:59,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 484483,8,8/3/2025 17:59,,,,,,,,,
LP-NU9QMRMOKTC-183,NU9QMRMOKTC,LOG-183,8/3/2024 18:05,Top Up OVO,0,Jumlah uang: 14624,5,8/3/2025 18:05,,,,,,,,,
LP-5KPJMHMXP61-175,5KPJMHMXP61,LOG-175,8/3/2024 18:10,Pembayaran Virtual Account Bibit,1,Jumlah uang: 553166,8,8/3/2025 18:10,,,,,,,,,
LP-7O97RRUP79D-10,7O97RRUP79D,LOG-10,8/3/2024 18:22,Pembayaran Virtual Account PDAM,1,Jumlah uang: 585107,1,8/3/2025 18:22,,,,,,,,,
LP-5HHIFOTVV0X-130,5HHIFOTVV0X,LOG-130,8/3/2024 18:31,Top Up LinkAja,2,Jumlah uang: 97018,5,8/3/2025 18:31,,,,,,,,,
LP-A10BLCYC900-108,A10BLCYC900,LOG-108,8/3/2024 18:32,Pembayaran QRIS di Alfamart,1,Jumlah uang: 54176,1,8/3/2025 18:32,,,,,,,,,
LP-4RXDJLB0N8J-49,4RXDJLB0N8J,LOG-49,8/3/2024 18:36,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 59200,2,8/3/2025 18:36,,,,,,,,,
LP-8TB51RBIF7X-164,8TB51RBIF7X,LOG-164,8/3/2024 18:41,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 483128,6,8/3/2025 18:41,,,,,,,,,
LP-2PNKXNUSK1V-92,2PNKXNUSK1V,LOG-92,8/3/2024 19:04,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 888641,3,8/3/2025 19:04,,,,,,,,,
LP-0LQ9UVUQE5F-118,0LQ9UVUQE5F,LOG-118,8/3/2024 19:05,Pembayaran Virtual Account PDAM,1,Jumlah uang: 953882,1,8/3/2025 19:05,,,,,,,,,
LP-7O97RRUP79D-15,7O97RRUP79D,LOG-15,8/3/2024 19:06,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 89510,5,8/3/2025 19:06,,,,,,,,,
LP-FUU7IV5BU8D-9,FUU7IV5BU8D,LOG-9,8/3/2024 19:07,Top Up OVO,2,Jumlah uang: 42400,9,8/3/2025 19:07,,,,,,,,,
LP-5HHIFOTVV0X-135,5HHIFOTVV0X,LOG-135,8/3/2024 19:34,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 276541,10,8/3/2025 19:34,,,,,,,,,
LP-2PNKXNUSK1V-88,2PNKXNUSK1V,LOG-88,8/3/2024 20:02,BFI Finance,1,Jumlah uang: 2015013,1,8/3/2025 20:02,,,,,,,,,
LP-FUU7IV5BU8D-1,FUU7IV5BU8D,LOG-1,8/3/2024 20:07,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 68516,2,8/3/2025 20:07,,,,,,,,,
LP-NU9QMRMOKTC-177,NU9QMRMOKTC,LOG-177,8/3/2024 20:09,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 654973,1,8/3/2025 20:09,,,,,,,,,
LP-2PNKXNUSK1V-93,2PNKXNUSK1V,LOG-93,8/3/2024 20:12,Top Up GoPay,2,Jumlah uang: 149707,5,8/3/2025 20:12,,,,,,,,,
LP-A10BLCYC900-109,A10BLCYC900,LOG-109,8/3/2024 20:21,MNC Vision,1,Jumlah uang: 365318,2,8/3/2025 20:21,,,,,,,,,
LP-SMI06O0GLY6-153,SMI06O0GLY6,LOG-153,8/3/2024 20:32,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 56174,9,8/3/2025 20:32,,,,,,,,,
LP-5HHIFOTVV0X-128,5HHIFOTVV0X,LOG-128,8/3/2024 20:36,Transfer ke Bank CIMB Niaga (BI-Fast),2,Jumlah uang: 770608,2,8/3/2025 20:36,,,,,,,,,
LP-FUU7IV5BU8D-0,FUU7IV5BU8D,LOG-0,8/3/2024 20:36,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 41039,1,8/3/2025 20:36,,,,,,,,,
LP-TDXXP45N2PU-58,TDXXP45N2PU,LOG-58,8/3/2024 20:37,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 734268,1,8/3/2025 20:37,,,,,,,,,
LP-SMI06O0GLY6-148,SMI06O0GLY6,LOG-148,8/3/2024 20:37,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 522584,1,8/3/2025 20:37,,,,,,,,,
