Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-2PNKXNUSK1V-95,2PNKXNUSK1V,LOG-95,8/8/2024 2:34,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 58574,7,8/8/2025 2:34,,,,,,,,,
LP-TDXXP45N2PU-67,TDXXP45N2PU,LOG-67,8/8/2024 2:46,Three,1,Jumlah uang: 61951,8,8/8/2025 2:46,,,,,,,,,
LP-5H1TZ6CG4UM-105,5H1TZ6CG4UM,LOG-105,8/8/2024 2:49,Top Up ShopeePay,2,Jumlah uang: 174736,7,8/8/2025 2:49,,,,,,,,,
LP-SUKK8F1TFQ1-45,SUKK8F1TFQ1,LOG-45,8/8/2024 2:54,Top Up DANA,2,Jumlah uang: 42865,9,8/8/2025 2:54,,,,,,,,,
LP-2PNKXNUSK1V-91,2PNKXNUSK1V,LOG-91,8/8/2024 3:07,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 468803,3,8/8/2025 3:07,,,,,,,,,
LP-QX2FG9YB3ZG-34,QX2FG9YB3ZG,LOG-34,8/8/2024 3:16,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 314453,8,8/8/2025 3:16,,,,,,,,,
LP-V629IE46K90-76,V629IE46K90,LOG-76,8/8/2024 3:17,Pembayaran QRIS di Indomart,1,Jumlah uang: 99257,12,8/8/2025 3:17,,,,,,,,,
LP-V629IE46K90-72,V629IE46K90,LOG-72,8/8/2024 3:30,Top Up ShopeePay,2,Jumlah uang: 125125,5,8/8/2025 3:30,,,,,,,,,
LP-QX2FG9YB3ZG-30,QX2FG9YB3ZG,LOG-30,8/8/2024 3:34,Pembayaran Virtual Account Bibit,1,Jumlah uang: 449178,2,8/8/2025 3:34,,,,,,,,,
LP-NU9QMRMOKTC-172,NU9QMRMOKTC,LOG-172,8/8/2024 3:40,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 406849,2,8/8/2025 3:40,,,,,,,,,
LP-SUKK8F1TFQ1-48,SUKK8F1TFQ1,LOG-48,8/8/2024 3:51,Top Up LinkAja,2,Jumlah uang: 59682,11,8/8/2025 3:51,,,,,,,,,
LP-7O97RRUP79D-17,7O97RRUP79D,LOG-17,8/8/2024 3:52,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 365728,8,8/8/2025 3:52,,,,,,,,,
LP-SMI06O0GLY6-140,SMI06O0GLY6,LOG-140,8/8/2024 3:54,Transfer ke Bank BRI (BI-Fast),2,Jumlah uang: 707993,2,8/8/2025 3:54,,,,,,,,,
LP-5H1TZ6CG4UM-101,5H1TZ6CG4UM,LOG-101,8/8/2024 3:55,Transfer ke Bank BTN (BI-Fast),1,Jumlah uang: 976366,2,8/8/2025 3:55,,,,,,,,,
LP-4RXDJLB0N8J-51,4RXDJLB0N8J,LOG-51,8/8/2024 4:02,Top Up ShopeePay,2,Jumlah uang: 170506,3,8/8/2025 4:02,,,,,,,,,
LP-XLR1G4HMN21-24,XLR1G4HMN21,LOG-24,8/8/2024 4:14,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 81706,5,8/8/2025 4:14,,,,,,,,,
LP-7O97RRUP79D-13,7O97RRUP79D,LOG-13,8/8/2024 4:29,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 811570,6,8/8/2025 4:29,,,,,,,,,
LP-5HHIFOTVV0X-132,5HHIFOTVV0X,LOG-132,8/8/2024 4:37,Pembayaran QRIS di Alfamart,1,Jumlah uang: 26486,7,8/8/2025 4:37,,,,,,,,,
LP-0LQ9UVUQE5F-121,0LQ9UVUQE5F,LOG-121,8/8/2024 5:07,Top Up OVO,2,Jumlah uang: 199641,5,8/8/2025 5:07,,,,,,,,,
LP-TDXXP45N2PU-68,TDXXP45N2PU,LOG-68,8/8/2024 5:18,Pembayaran Virtual Account PDAM,1,Jumlah uang: 474910,9,8/8/2025 5:18,,,,,,,,,
LP-O70ABYZUZV5-82,O70ABYZUZV5,LOG-82,8/8/2024 5:26,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 437506,3,8/8/2025 5:26,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/8/2024 5:34,Top Up LinkAja,2,Jumlah uang: 161469,7,8/8/2025 5:34,,,,,,,,,
LP-SMI06O0GLY6-141,SMI06O0GLY6,LOG-141,8/8/2024 6:05,Transfer ke Bank BTN (BI-Fast),1,Jumlah uang: 709753,3,8/8/2025 6:05,,,,,,,,,
LP-XLR1G4HMN21-25,XLR1G4HMN21,LOG-25,8/8/2024 6:40,Top Up LinkAja,2,Jumlah uang: 194316,7,8/8/2025 6:40,,,,,,,,,
LP-TDXXP45N2PU-65,TDXXP45N2PU,LOG-65,8/8/2024 6:42,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 663623,6,8/8/2025 6:42,,,,,,,,,
LP-5KPJMHMXP61-166,5KPJMHMXP61,LOG-166,8/8/2024 6:44,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 367369,9,8/8/2025 6:44,,,,,,,,,
LP-A10BLCYC900-114,A10BLCYC900,LOG-114,8/8/2024 6:45,Pembayaran QRIS di Alfamart,1,Jumlah uang: 45940,6,8/8/2025 6:45,,,,,,,,,
LP-V629IE46K90-69,V629IE46K90,LOG-69,8/8/2024 6:52,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 835771,1,8/8/2025 6:52,,,,,,,,,
LP-8TB51RBIF7X-156,8TB51RBIF7X,LOG-156,8/8/2024 7:06,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 771297,5,8/8/2025 7:06,,,,,,,,,
LP-4RXDJLB0N8J-49,4RXDJLB0N8J,LOG-49,8/8/2024 7:20,Pembayaran QRIS di Alfamart,1,Jumlah uang: 29764,1,8/8/2025 7:20,,,,,,,,,
LP-5KPJMHMXP61-169,5KPJMHMXP61,LOG-169,8/8/2024 7:26,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 238597,13,8/8/2025 7:26,,,,,,,,,
LP-SMI06O0GLY6-147,SMI06O0GLY6,LOG-147,8/8/2024 8:03,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 931358,9,8/8/2025 8:03,,,,,,,,,
LP-2PNKXNUSK1V-98,2PNKXNUSK1V,LOG-98,8/8/2024 8:07,Top Up OVO,2,Jumlah uang: 165156,11,8/8/2025 8:07,,,,,,,,,
LP-XQ6HQIGI3JX-138,XQ6HQIGI3JX,LOG-138,8/8/2024 8:14,Top Up OVO,2,Jumlah uang: 163984,2,8/8/2025 8:14,,,,,,,,,
LP-4RXDJLB0N8J-58,4RXDJLB0N8J,LOG-58,8/8/2024 8:21,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 916834,10,8/8/2025 8:21,,,,,,,,,
LP-0LQ9UVUQE5F-120,0LQ9UVUQE5F,LOG-120,8/8/2024 8:31,Transfer ke Bank BSI (BI-Fast),1,Jumlah uang: 198994,3,8/8/2025 8:31,,,,,,,,,
LP-FUU7IV5BU8D-7,FUU7IV5BU8D,LOG-7,8/8/2024 8:32,Top Up ShopeePay,2,Jumlah uang: 110785,9,8/8/2025 8:32,,,,,,,,,
LP-QX2FG9YB3ZG-37,QX2FG9YB3ZG,LOG-37,8/8/2024 8:37,Top Up DANA,2,Jumlah uang: 137677,10,8/8/2025 8:37,,,,,,,,,
LP-5HHIFOTVV0X-136,5HHIFOTVV0X,LOG-136,8/8/2024 8:39,Sriwijaya Air,1,Jumlah uang: 1924930,12,8/8/2025 8:39,,,,,,,,,
LP-5HHIFOTVV0X-127,5HHIFOTVV0X,LOG-127,8/8/2024 8:57,Top Up GoPay,2,Jumlah uang: 182807,2,8/8/2025 8:57,,,,,,,,,
LP-2PNKXNUSK1V-93,2PNKXNUSK1V,LOG-93,8/8/2024 9:06,Pembayaran Virtual Account Bibit,1,Jumlah uang: 873029,5,8/8/2025 9:06,,,,,,,,,
LP-0LQ9UVUQE5F-124,0LQ9UVUQE5F,LOG-124,8/8/2024 9:16,Pembayaran Virtual Account PDAM,1,Jumlah uang: 715796,9,8/8/2025 9:16,,,,,,,,,
LP-O70ABYZUZV5-79,O70ABYZUZV5,LOG-79,8/8/2024 9:18,Pembayaran Virtual Account Bibit,1,Jumlah uang: 634288,1,8/8/2025 9:18,,,,,,,,,
LP-TDXXP45N2PU-60,TDXXP45N2PU,LOG-60,8/8/2024 9:26,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 39043,2,8/8/2025 9:26,,,,,,,,,
LP-2PNKXNUSK1V-90,2PNKXNUSK1V,LOG-90,8/8/2024 9:31,Pembayaran QRIS di Indomart,1,Jumlah uang: 80048,2,8/8/2025 9:31,,,,,,,,,
LP-FUU7IV5BU8D-5,FUU7IV5BU8D,LOG-5,8/8/2024 9:41,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 117899,6,8/8/2025 9:41,,,,,,,,,
LP-0LQ9UVUQE5F-126,0LQ9UVUQE5F,LOG-126,8/8/2024 10:36,Pembayaran Virtual Account PDAM,1,Jumlah uang: 622849,11,8/8/2025 10:36,,,,,,,,,
LP-0LQ9UVUQE5F-123,0LQ9UVUQE5F,LOG-123,8/8/2024 10:39,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 662642,8,8/8/2025 10:39,,,,,,,,,
LP-V629IE46K90-70,V629IE46K90,LOG-70,8/8/2024 10:41,Three,1,Jumlah uang: 811509,2,8/8/2025 10:41,,,,,,,,,
LP-V629IE46K90-71,V629IE46K90,LOG-71,8/8/2024 10:41,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 356709,3,8/8/2025 10:41,,,,,,,,,
LP-8TB51RBIF7X-151,8TB51RBIF7X,LOG-151,8/8/2024 10:42,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 195334,2,8/8/2025 10:42,,,,,,,,,
LP-V629IE46K90-75,V629IE46K90,LOG-75,8/8/2024 11:00,Transfer ke Bank BRI (BI-Fast),2,Jumlah uang: 262095,11,8/8/2025 11:00,,,,,,,,,
LP-XLR1G4HMN21-27,XLR1G4HMN21,LOG-27,8/8/2024 11:12,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 469284,10,8/8/2025 11:12,,,,,,,,,
LP-A10BLCYC900-115,A10BLCYC900,LOG-115,8/8/2024 11:18,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 65510,7,8/8/2025 11:18,,,,,,,,,
LP-2PNKXNUSK1V-89,2PNKXNUSK1V,LOG-89,8/8/2024 11:48,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 679692,1,8/8/2025 11:48,,,,,,,,,
LP-8TB51RBIF7X-152,8TB51RBIF7X,LOG-152,8/8/2024 11:54,KAI,1,Jumlah uang: 197999,3,8/8/2025 11:54,,,,,,,,,
LP-QX2FG9YB3ZG-29,QX2FG9YB3ZG,LOG-29,8/8/2024 12:10,Pembayaran QRIS di Alfamart,1,Jumlah uang: 33618,1,8/8/2025 12:10,,,,,,,,,
LP-FUU7IV5BU8D-2,FUU7IV5BU8D,LOG-2,8/8/2024 12:30,Pembayaran QRIS di Alfamart,1,Jumlah uang: 49919,4,8/8/2025 12:30,,,,,,,,,
LP-SUKK8F1TFQ1-41,SUKK8F1TFQ1,LOG-41,8/8/2024 12:33,Pembayaran Virtual Account Bibit,1,Jumlah uang: 778166,4,8/8/2025 12:33,,,,,,,,,
LP-SMI06O0GLY6-149,SMI06O0GLY6,LOG-149,8/8/2024 12:41,Top Up GoPay,2,Jumlah uang: 74287,13,8/8/2025 12:41,,,,,,,,,
LP-5KPJMHMXP61-167,5KPJMHMXP61,LOG-167,8/8/2024 12:52,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 28038,10,8/8/2025 12:52,,,,,,,,,
LP-TDXXP45N2PU-61,TDXXP45N2PU,LOG-61,8/8/2024 13:19,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 437443,3,8/8/2025 13:19,,,,,,,,,
LP-V629IE46K90-74,V629IE46K90,LOG-74,8/8/2024 13:36,Top Up DANA,2,Jumlah uang: 75869,9,8/8/2025 13:36,,,,,,,,,
LP-7O97RRUP79D-12,7O97RRUP79D,LOG-12,8/8/2024 13:52,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 642328,5,8/8/2025 13:52,,,,,,,,,
LP-FUU7IV5BU8D-4,FUU7IV5BU8D,LOG-4,8/8/2024 13:59,Pembayaran Virtual Account PDAM,1,Jumlah uang: 169172,5,8/8/2025 13:59,,,,,,,,,
LP-0LQ9UVUQE5F-117,0LQ9UVUQE5F,LOG-117,8/8/2024 14:05,Pembayaran QRIS di Alfamart,1,Jumlah uang: 85621,1,8/8/2025 14:05,,,,,,,,,
LP-5H1TZ6CG4UM-99,5H1TZ6CG4UM,LOG-99,8/8/2024 14:14,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 715443,1,8/8/2025 14:14,,,,,,,,,
LP-O70ABYZUZV5-88,O70ABYZUZV5,LOG-88,8/8/2024 14:15,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 720966,6,8/8/2025 14:15,,,,,,,,,
LP-2PNKXNUSK1V-96,2PNKXNUSK1V,LOG-96,8/8/2024 14:25,BPJS,1,Jumlah uang: 71667,8,8/8/2025 14:25,,,,,,,,,
LP-XLR1G4HMN21-28,XLR1G4HMN21,LOG-28,8/8/2024 14:52,Top Up DANA,2,Jumlah uang: 91711,12,8/8/2025 14:52,,,,,,,,,
LP-XQ6HQIGI3JX-139,XQ6HQIGI3JX,LOG-139,8/8/2024 14:54,BRI,1,Jumlah uang: 9905781,3,8/8/2025 14:54,,,,,,,,,
LP-5H1TZ6CG4UM-104,5H1TZ6CG4UM,LOG-104,8/8/2024 14:56,Pembayaran QRIS di Alfamart,1,Jumlah uang: 66769,5,8/8/2025 14:56,,,,,,,,,
LP-8TB51RBIF7X-157,8TB51RBIF7X,LOG-157,8/8/2024 14:57,Pembayaran Virtual Account Bibit,1,Jumlah uang: 536797,6,8/8/2025 14:57,,,,,,,,,
LP-5H1TZ6CG4UM-107,5H1TZ6CG4UM,LOG-107,8/8/2024 15:03,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 448409,9,8/8/2025 15:03,,,,,,,,,
LP-0LQ9UVUQE5F-119,0LQ9UVUQE5F,LOG-119,8/8/2024 15:10,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 52924,2,8/8/2025 15:10,,,,,,,,,
LP-QX2FG9YB3ZG-32,QX2FG9YB3ZG,LOG-32,8/8/2024 15:12,Top Up DANA,2,Jumlah uang: 133891,6,8/8/2025 15:12,,,,,,,,,
LP-NU9QMRMOKTC-170,NU9QMRMOKTC,LOG-170,8/8/2024 15:33,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 67992,1,8/8/2025 15:33,,,,,,,,,
LP-5HHIFOTVV0X-131,5HHIFOTVV0X,LOG-131,8/8/2024 15:46,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 251517,6,8/8/2025 15:46,,,,,,,,,
LP-2PNKXNUSK1V-92,2PNKXNUSK1V,LOG-92,8/8/2024 16:00,Sriwijaya Air,1,Jumlah uang: 1803662,4,8/8/2025 16:00,,,,,,,,,
LP-XLR1G4HMN21-26,XLR1G4HMN21,LOG-26,8/8/2024 16:03,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 452503,8,8/8/2025 16:03,,,,,,,,,
LP-5H1TZ6CG4UM-103,5H1TZ6CG4UM,LOG-103,8/8/2024 16:26,BFI Finance,1,Jumlah uang: 3402318,4,8/8/2025 16:26,,,,,,,,,
LP-XLR1G4HMN21-20,XLR1G4HMN21,LOG-20,8/8/2024 16:37,Pembayaran QRIS di Indomart,1,Jumlah uang: 39111,2,8/8/2025 16:37,,,,,,,,,
LP-SUKK8F1TFQ1-44,SUKK8F1TFQ1,LOG-44,8/8/2024 16:46,Pembayaran Virtual Account PDAM,1,Jumlah uang: 769645,7,8/8/2025 16:46,,,,,,,,,
LP-4RXDJLB0N8J-57,4RXDJLB0N8J,LOG-57,8/8/2024 16:51,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 73983,9,8/8/2025 16:51,,,,,,,,,
LP-SUKK8F1TFQ1-40,SUKK8F1TFQ1,LOG-40,8/8/2024 16:55,Top Up DANA,2,Jumlah uang: 70867,3,8/8/2025 16:55,,,,,,,,,
LP-5HHIFOTVV0X-130,5HHIFOTVV0X,LOG-130,8/8/2024 16:56,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 76459,5,8/8/2025 16:56,,,,,,,,,
LP-SUKK8F1TFQ1-39,SUKK8F1TFQ1,LOG-39,8/8/2024 17:06,Pembayaran Virtual Account PDAM,1,Jumlah uang: 890670,1,8/8/2025 17:06,,,,,,,,,
LP-5HHIFOTVV0X-129,5HHIFOTVV0X,LOG-129,8/8/2024 17:24,Pembayaran Virtual Account Bibit,1,Jumlah uang: 573914,4,8/8/2025 17:24,,,,,,,,,
LP-A10BLCYC900-112,A10BLCYC900,LOG-112,8/8/2024 17:39,Top Up LinkAja,2,Jumlah uang: 119323,4,8/8/2025 17:39,,,,,,,,,
LP-5KPJMHMXP61-161,5KPJMHMXP61,LOG-161,8/8/2024 17:43,Top Up LinkAja,2,Jumlah uang: 147843,3,8/8/2025 17:43,,,,,,,,,
LP-0LQ9UVUQE5F-125,0LQ9UVUQE5F,LOG-125,8/8/2024 18:17,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 87187,10,8/8/2025 18:17,,,,,,,,,
LP-XLR1G4HMN21-21,XLR1G4HMN21,LOG-21,8/8/2024 18:37,BFI Finance,1,Jumlah uang: 873606,3,8/8/2025 18:37,,,,,,,,,
LP-FUU7IV5BU8D-6,FUU7IV5BU8D,LOG-6,8/8/2024 18:45,Pembayaran QRIS di Alfamart,1,Jumlah uang: 53455,7,8/8/2025 18:45,,,,,,,,,
LP-O70ABYZUZV5-83,O70ABYZUZV5,LOG-83,8/8/2024 18:48,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 851019,4,8/8/2025 18:48,,,,,,,,,
LP-O70ABYZUZV5-84,O70ABYZUZV5,LOG-84,8/8/2024 19:21,Sriwijaya Air,1,Jumlah uang: 1665396,5,8/8/2025 19:21,,,,,,,,,
LP-7O97RRUP79D-9,7O97RRUP79D,LOG-9,8/8/2024 19:28,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 798545,2,8/8/2025 19:28,,,,,,,,,
LP-4RXDJLB0N8J-54,4RXDJLB0N8J,LOG-54,8/8/2024 19:40,IndiHome,1,Jumlah uang: 422822,4,8/8/2025 19:40,,,,,,,,,
LP-O70ABYZUZV5-80,O70ABYZUZV5,LOG-80,8/8/2024 19:52,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 860155,2,8/8/2025 19:52,,,,,,,,,
LP-5H1TZ6CG4UM-102,5H1TZ6CG4UM,LOG-102,8/8/2024 19:57,Pembayaran Virtual Account Bibit,1,Jumlah uang: 788726,3,8/8/2025 19:57,,,,,,,,,
LP-SMI06O0GLY6-148,SMI06O0GLY6,LOG-148,8/8/2024 20:02,Top Up OVO,2,Jumlah uang: 187477,11,8/8/2025 20:02,,,,,,,,,
LP-FUU7IV5BU8D-8,FUU7IV5BU8D,LOG-8,8/8/2024 20:07,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 89006,10,8/8/2025 20:07,,,,,,,,,
LP-5KPJMHMXP61-164,5KPJMHMXP61,LOG-164,8/8/2024 20:29,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 963951,6,8/8/2025 20:29,,,,,,,,,
LP-7O97RRUP79D-11,7O97RRUP79D,LOG-11,8/8/2024 20:33,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 641218,4,8/8/2025 20:33,,,,,,,,,
LP-NU9QMRMOKTC-177,NU9QMRMOKTC,LOG-177,8/8/2024 20:35,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 992955,6,8/8/2025 20:35,,,,,,,,,
LP-QX2FG9YB3ZG-31,QX2FG9YB3ZG,LOG-31,8/8/2024 20:59,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 343462,4,8/8/2025 20:59,,,,,,,,,
LP-5KPJMHMXP61-165,5KPJMHMXP61,LOG-165,8/8/2024 21:13,Top Up DANA,2,Jumlah uang: 166370,8,8/8/2025 21:13,,,,,,,,,
LP-5HHIFOTVV0X-133,5HHIFOTVV0X,LOG-133,8/8/2024 21:14,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 78053,8,8/8/2025 21:14,,,,,,,,,
LP-SMI06O0GLY6-144,SMI06O0GLY6,LOG-144,8/8/2024 21:40,Top Up DANA,2,Jumlah uang: 126169,7,8/8/2025 21:40,,,,,,,,,
LP-TDXXP45N2PU-66,TDXXP45N2PU,LOG-66,8/8/2024 21:42,MNC Vision,1,Jumlah uang: 289376,7,8/8/2025 21:42,,,,,,,,,
LP-5HHIFOTVV0X-134,5HHIFOTVV0X,LOG-134,8/8/2024 21:43,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 692990,9,8/8/2025 21:43,,,,,,,,,
LP-SUKK8F1TFQ1-42,SUKK8F1TFQ1,LOG-42,8/8/2024 21:46,IndiHome,1,Jumlah uang: 223035,5,8/8/2025 21:46,,,,,,,,,
LP-QX2FG9YB3ZG-33,QX2FG9YB3ZG,LOG-33,8/8/2024 21:52,PDAM,1,Jumlah uang: 165604,7,8/8/2025 21:52,,,,,,,,,
LP-8TB51RBIF7X-159,8TB51RBIF7X,LOG-159,8/8/2024 21:59,Pembayaran QRIS di Indomart,1,Jumlah uang: 71163,7,8/8/2025 21:59,,,,,,,,,
LP-NU9QMRMOKTC-174,NU9QMRMOKTC,LOG-174,8/8/2024 22:18,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 48293,4,8/8/2025 22:18,,,,,,,,,
LP-NU9QMRMOKTC-176,NU9QMRMOKTC,LOG-176,8/8/2024 22:24,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 152490,5,8/8/2025 22:24,,,,,,,,,
LP-SMI06O0GLY6-143,SMI06O0GLY6,LOG-143,8/8/2024 22:26,Top Up ShopeePay,2,Jumlah uang: 75094,5,8/8/2025 22:26,,,,,,,,,
LP-5KPJMHMXP61-162,5KPJMHMXP61,LOG-162,8/8/2024 22:32,Top Up LinkAja,2,Jumlah uang: 197762,5,8/8/2025 22:32,,,,,,,,,
LP-NU9QMRMOKTC-173,NU9QMRMOKTC,LOG-173,8/8/2024 22:43,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 729167,3,8/8/2025 22:43,,,,,,,,,
LP-5HHIFOTVV0X-128,5HHIFOTVV0X,LOG-128,8/8/2024 22:48,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 795017,3,8/8/2025 22:48,,,,,,,,,
LP-XLR1G4HMN21-19,XLR1G4HMN21,LOG-19,8/8/2024 22:53,IndiHome,1,Jumlah uang: 303142,1,8/8/2025 22:53,,,,,,,,,
LP-A10BLCYC900-113,A10BLCYC900,LOG-113,8/8/2024 22:55,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 638711,5,8/8/2025 22:55,,,,,,,,,
LP-ELP2ZNX2BFE-180-R1,ELP2ZNX2BFE,LOG-180-R1,8/8/2024 23:29,Nasabah Baru,1250,"Nasabah Baru, Saldo Awal Diatas 100,000 and Melakukan Aktivasi DIGI",1250,8/8/2025 23:29,,,,,,,,,
LP-ELP2ZNX2BFE-180,ELP2ZNX2BFE,LOG-180,8/8/2024 23:29,KAI,1251,Jumlah uang: 158977,1251,8/8/2025 23:29,,,,,,,,,
LP-0LQ9UVUQE5F-122,0LQ9UVUQE5F,LOG-122,8/8/2024 23:35,Top Up LinkAja,2,Jumlah uang: 91598,7,8/8/2025 23:35,,,,,,,,,
