Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-V629IE46K90-70,V629IE46K90,LOG-70,8/6/2024 0:46,IndiHome,1,Jumlah uang: 460086,3,8/6/2025 0:46,,,,,,,,,
LP-QX2FG9YB3ZG-31,QX2FG9YB3ZG,LOG-31,8/6/2024 0:53,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 751161,4,8/6/2025 0:53,,,,,,,,,
LP-4RXDJLB0N8J-57,4RXDJLB0N8J,LOG-57,8/6/2024 0:56,Top Up GoPay,2,Jumlah uang: 46380,11,8/6/2025 0:56,,,,,,,,,
LP-QX2FG9YB3ZG-34,QX2FG9YB3ZG,LOG-34,8/6/2024 0:58,Pembayaran Virtual Account PDAM,1,Jumlah uang: 311467,6,8/6/2025 0:58,,,,,,,,,
LP-TDXXP45N2PU-67,TDXXP45N2PU,LOG-67,8/6/2024 1:05,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 38833,11,8/6/2025 1:05,,,,,,,,,
LP-XLR1G4HMN21-23,XLR1G4HMN21,LOG-23,8/6/2024 1:08,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 902468,6,8/6/2025 1:08,,,,,,,,,
LP-SUKK8F1TFQ1-44,SUKK8F1TFQ1,LOG-44,8/6/2024 1:26,Pembayaran QRIS di Kopi Mandja,0,Jumlah uang: 16635,5,8/6/2025 1:26,,,,,,,,,
LP-XQ6HQIGI3JX-134,XQ6HQIGI3JX,LOG-134,8/6/2024 1:39,Pembayaran QRIS di Alfamart,1,Jumlah uang: 45724,9,8/6/2025 1:39,,,,,,,,,
LP-FUU7IV5BU8D-4,FUU7IV5BU8D,LOG-4,8/6/2024 1:44,Indosat Ooredoo,1,Jumlah uang: 202498,5,8/6/2025 1:44,,,,,,,,,
LP-4RXDJLB0N8J-56,4RXDJLB0N8J,LOG-56,8/6/2024 1:50,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 30677,9,8/6/2025 1:50,,,,,,,,,
LP-A10BLCYC900-106,A10BLCYC900,LOG-106,8/6/2024 1:58,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 78310,8,8/6/2025 1:58,,,,,,,,,
LP-XLR1G4HMN21-24,XLR1G4HMN21,LOG-24,8/6/2024 1:58,Telkomsel,1,Jumlah uang: 304797,7,8/6/2025 1:58,,,,,,,,,
LP-A10BLCYC900-104,A10BLCYC900,LOG-104,8/6/2024 2:05,Top Up OVO,0,Jumlah uang: 18940,6,8/6/2025 2:05,,,,,,,,,
LP-5HHIFOTVV0X-122,5HHIFOTVV0X,LOG-122,8/6/2024 2:16,Pembayaran Virtual Account Bibit,1,Jumlah uang: 115822,2,8/6/2025 2:16,,,,,,,,,
LP-NU9QMRMOKTC-171,NU9QMRMOKTC,LOG-171,8/6/2024 2:17,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 988654,10,8/6/2025 2:17,,,,,,,,,
LP-0LQ9UVUQE5F-112,0LQ9UVUQE5F,LOG-112,8/6/2024 2:25,MNC Vision,1,Jumlah uang: 337229,4,8/6/2025 2:25,,,,,,,,,
LP-O70ABYZUZV5-78,O70ABYZUZV5,LOG-78,8/6/2024 2:39,Pembayaran QRIS di Alfamart,1,Jumlah uang: 63607,1,8/6/2025 2:39,,,,,,,,,
LP-NU9QMRMOKTC-166,NU9QMRMOKTC,LOG-166,8/6/2024 2:56,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 278268,4,8/6/2025 2:56,,,,,,,,,
LP-QX2FG9YB3ZG-35,QX2FG9YB3ZG,LOG-35,8/6/2024 3:07,Top Up DANA,2,Jumlah uang: 132314,8,8/6/2025 3:07,,,,,,,,,
LP-XLR1G4HMN21-21,XLR1G4HMN21,LOG-21,8/6/2024 3:08,Pembayaran Virtual Account PDAM,1,Jumlah uang: 402055,4,8/6/2025 3:08,,,,,,,,,
LP-QX2FG9YB3ZG-30,QX2FG9YB3ZG,LOG-30,8/6/2024 3:13,Pembayaran Virtual Account PDAM,1,Jumlah uang: 575177,3,8/6/2025 3:13,,,,,,,,,
LP-4RXDJLB0N8J-53,4RXDJLB0N8J,LOG-53,8/6/2024 3:29,Pembayaran QRIS di Kopi Mandja,0,Jumlah uang: 18921,6,8/6/2025 3:29,,,,,,,,,
LP-2PNKXNUSK1V-84,2PNKXNUSK1V,LOG-84,8/6/2024 3:35,Transfer ke Bank BSI (BI-Fast),1,Jumlah uang: 663288,3,8/6/2025 3:35,,,,,,,,,
LP-7O97RRUP79D-12,7O97RRUP79D,LOG-12,8/6/2024 3:47,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 265767,4,8/6/2025 3:47,,,,,,,,,
LP-7O97RRUP79D-10,7O97RRUP79D,LOG-10,8/6/2024 3:58,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 420920,2,8/6/2025 3:58,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/6/2024 4:14,Top Up DANA,2,Jumlah uang: 114192,6,8/6/2025 4:14,,,,,,,,,
LP-XLR1G4HMN21-26,XLR1G4HMN21,LOG-26,8/6/2024 4:19,Pembayaran Virtual Account Bibit,1,Jumlah uang: 791933,9,8/6/2025 4:19,,,,,,,,,
LP-2PNKXNUSK1V-88,2PNKXNUSK1V,LOG-88,8/6/2024 4:28,Top Up GoPay,2,Jumlah uang: 125249,7,8/6/2025 4:28,,,,,,,,,
LP-8TB51RBIF7X-146,8TB51RBIF7X,LOG-146,8/6/2024 4:51,Pembayaran Virtual Account Bibit,1,Jumlah uang: 732412,1,8/6/2025 4:51,,,,,,,,,
LP-4RXDJLB0N8J-48,4RXDJLB0N8J,LOG-48,8/6/2024 5:03,Garuda Indonesia,1,Jumlah uang: 1313323,1,8/6/2025 5:03,,,,,,,,,
LP-TDXXP45N2PU-65,TDXXP45N2PU,LOG-65,8/6/2024 5:13,Top Up ShopeePay,2,Jumlah uang: 130962,10,8/6/2025 5:13,,,,,,,,,
LP-5HHIFOTVV0X-124,5HHIFOTVV0X,LOG-124,8/6/2024 5:19,Top Up GoPay,2,Jumlah uang: 154400,5,8/6/2025 5:19,,,,,,,,,
LP-A10BLCYC900-99,A10BLCYC900,LOG-99,8/6/2024 5:55,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 526642,1,8/6/2025 5:55,,,,,,,,,
LP-QX2FG9YB3ZG-36,QX2FG9YB3ZG,LOG-36,8/6/2024 5:59,Transfer ke Bank CIMB Niaga (BI-Fast),2,Jumlah uang: 221718,10,8/6/2025 5:59,,,,,,,,,
LP-TDXXP45N2PU-66,TDXXP45N2PU,LOG-66,8/6/2024 6:05,Pembayaran QRIS di Jabarano Coffee,0,Jumlah uang: 16329,10,8/6/2025 6:05,,,,,,,,,
LP-O70ABYZUZV5-80,O70ABYZUZV5,LOG-80,8/6/2024 6:14,Pembayaran Virtual Account Bibit,1,Jumlah uang: 701892,3,8/6/2025 6:14,,,,,,,,,
LP-TDXXP45N2PU-58,TDXXP45N2PU,LOG-58,8/6/2024 6:20,Pembayaran QRIS di Indomart,1,Jumlah uang: 76314,1,8/6/2025 6:20,,,,,,,,,
LP-SUKK8F1TFQ1-45,SUKK8F1TFQ1,LOG-45,8/6/2024 6:43,Pembayaran QRIS di Indomart,1,Jumlah uang: 82649,6,8/6/2025 6:43,,,,,,,,,
LP-FUU7IV5BU8D-1,FUU7IV5BU8D,LOG-1,8/6/2024 6:58,Pembayaran Virtual Account PDAM,1,Jumlah uang: 118729,2,8/6/2025 6:58,,,,,,,,,
LP-SUKK8F1TFQ1-46,SUKK8F1TFQ1,LOG-46,8/6/2024 7:13,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 919642,7,8/6/2025 7:13,,,,,,,,,
LP-A10BLCYC900-103,A10BLCYC900,LOG-103,8/6/2024 7:28,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 629592,6,8/6/2025 7:28,,,,,,,,,
LP-8TB51RBIF7X-152,8TB51RBIF7X,LOG-152,8/6/2024 7:40,Transfer ke Bank BRI (BI-Fast),2,Jumlah uang: 403689,7,8/6/2025 7:40,,,,,,,,,
LP-NU9QMRMOKTC-163,NU9QMRMOKTC,LOG-163,8/6/2024 7:41,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 574762,1,8/6/2025 7:41,,,,,,,,,
LP-SUKK8F1TFQ1-38,SUKK8F1TFQ1,LOG-38,8/6/2024 7:42,Transfer ke Bank OCBC (BI-Fast),1,Jumlah uang: 626843,1,8/6/2025 7:42,,,,,,,,,
LP-SMI06O0GLY6-137,SMI06O0GLY6,LOG-137,8/6/2024 7:57,Top Up ShopeePay,2,Jumlah uang: 60882,2,8/6/2025 7:57,,,,,,,,,
LP-XLR1G4HMN21-19,XLR1G4HMN21,LOG-19,8/6/2024 8:02,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 67460,2,8/6/2025 8:02,,,,,,,,,
LP-7O97RRUP79D-15,7O97RRUP79D,LOG-15,8/6/2024 8:19,Pajak Mobil,1,Jumlah uang: 3477909,5,8/6/2025 8:19,,,,,,,,,
LP-SMI06O0GLY6-144,SMI06O0GLY6,LOG-144,8/6/2024 8:37,Pembayaran Virtual Account Bibit,1,Jumlah uang: 873147,10,8/6/2025 8:37,,,,,,,,,
LP-8TB51RBIF7X-154,8TB51RBIF7X,LOG-154,8/6/2024 8:39,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 551511,8,8/6/2025 8:39,,,,,,,,,
LP-FUU7IV5BU8D-8,FUU7IV5BU8D,LOG-8,8/6/2024 8:40,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 54678,9,8/6/2025 8:40,,,,,,,,,
LP-8TB51RBIF7X-149,8TB51RBIF7X,LOG-149,8/6/2024 8:44,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 118502,4,8/6/2025 8:44,,,,,,,,,
LP-V629IE46K90-77,V629IE46K90,LOG-77,8/6/2024 8:54,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 774141,11,8/6/2025 8:54,,,,,,,,,
LP-5HHIFOTVV0X-125,5HHIFOTVV0X,LOG-125,8/6/2024 8:54,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 481957,6,8/6/2025 8:54,,,,,,,,,
LP-XQ6HQIGI3JX-132,XQ6HQIGI3JX,LOG-132,8/6/2024 9:19,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 871779,6,8/6/2025 9:19,,,,,,,,,
LP-O70ABYZUZV5-79,O70ABYZUZV5,LOG-79,8/6/2024 9:20,Universitas Sriwijaya,1,Jumlah uang: 11847636,2,8/6/2025 9:20,,,,,,,,,
LP-NU9QMRMOKTC-164,NU9QMRMOKTC,LOG-164,8/6/2024 9:31,IndiHome,1,Jumlah uang: 292904,2,8/6/2025 9:31,,,,,,,,,
LP-QX2FG9YB3ZG-28,QX2FG9YB3ZG,LOG-28,8/6/2024 9:45,Pembayaran QRIS di Indomart,1,Jumlah uang: 80422,1,8/6/2025 9:45,,,,,,,,,
LP-0LQ9UVUQE5F-113,0LQ9UVUQE5F,LOG-113,8/6/2024 9:46,Pembayaran QRIS di Alfamart,1,Jumlah uang: 53016,5,8/6/2025 9:46,,,,,,,,,
LP-8TB51RBIF7X-155,8TB51RBIF7X,LOG-155,8/6/2024 10:03,Top Up GoPay,2,Jumlah uang: 53969,10,8/6/2025 10:03,,,,,,,,,
LP-XLR1G4HMN21-20,XLR1G4HMN21,LOG-20,8/6/2024 10:11,Transfer ke Bank Sinarmas (BI-Fast),1,Jumlah uang: 479033,3,8/6/2025 10:11,,,,,,,,,
LP-TDXXP45N2PU-61,TDXXP45N2PU,LOG-61,8/6/2024 10:18,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 343256,5,8/6/2025 10:18,,,,,,,,,
LP-0LQ9UVUQE5F-109,0LQ9UVUQE5F,LOG-109,8/6/2024 10:25,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 368667,1,8/6/2025 10:25,,,,,,,,,
LP-V629IE46K90-74,V629IE46K90,LOG-74,8/6/2024 10:29,Transfer ke Bank BTN (BI-Fast),1,Jumlah uang: 784794,7,8/6/2025 10:29,,,,,,,,,
LP-5HHIFOTVV0X-121,5HHIFOTVV0X,LOG-121,8/6/2024 10:32,Top Up DANA,0,Jumlah uang: 20880,1,8/6/2025 10:32,,,,,,,,,
LP-5HHIFOTVV0X-120,5HHIFOTVV0X,LOG-120,8/6/2024 10:39,Top Up GoPay,0,Jumlah uang: 10820,1,8/6/2025 10:39,,,,,,,,,
LP-5H1TZ6CG4UM-90,5H1TZ6CG4UM,LOG-90,8/6/2024 10:41,Top Up LinkAja,2,Jumlah uang: 82639,4,8/6/2025 10:41,,,,,,,,,
LP-2PNKXNUSK1V-81,2PNKXNUSK1V,LOG-81,8/6/2024 10:43,Top Up DANA,0,Jumlah uang: 10765,0,8/6/2025 10:43,,,,,,,,,
LP-0LQ9UVUQE5F-116,0LQ9UVUQE5F,LOG-116,8/6/2024 10:46,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 69944,8,8/6/2025 10:46,,,,,,,,,
LP-SMI06O0GLY6-141,SMI06O0GLY6,LOG-141,8/6/2024 10:46,PDAM,1,Jumlah uang: 130649,6,8/6/2025 10:46,,,,,,,,,
LP-5KPJMHMXP61-159,5KPJMHMXP61,LOG-159,8/6/2024 10:48,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 210519,4,8/6/2025 10:48,,,,,,,,,
LP-A10BLCYC900-107,A10BLCYC900,LOG-107,8/6/2024 10:50,Pembayaran Virtual Account PDAM,1,Jumlah uang: 224138,9,8/6/2025 10:50,,,,,,,,,
LP-SMI06O0GLY6-142,SMI06O0GLY6,LOG-142,8/6/2024 10:56,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 28294,7,8/6/2025 10:56,,,,,,,,,
LP-V629IE46K90-76,V629IE46K90,LOG-76,8/6/2024 11:07,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 767983,9,8/6/2025 11:07,,,,,,,,,
LP-TDXXP45N2PU-62,TDXXP45N2PU,LOG-62,8/6/2024 11:54,Transfer ke Bank Sinarmas (Non BI-Fast),1,Jumlah uang: 818464,6,8/6/2025 11:54,,,,,,,,,
LP-V629IE46K90-75,V629IE46K90,LOG-75,8/6/2024 12:04,Transfer ke Bank BSI (BI-Fast),1,Jumlah uang: 114294,8,8/6/2025 12:04,,,,,,,,,
LP-FUU7IV5BU8D-7,FUU7IV5BU8D,LOG-7,8/6/2024 12:20,Top Up ShopeePay,2,Jumlah uang: 76582,8,8/6/2025 12:20,,,,,,,,,
LP-7O97RRUP79D-13,7O97RRUP79D,LOG-13,8/6/2024 12:29,Pembayaran QRIS di Alfamart,0,Jumlah uang: 16578,4,8/6/2025 12:29,,,,,,,,,
LP-8TB51RBIF7X-148,8TB51RBIF7X,LOG-148,8/6/2024 12:37,Pembayaran Virtual Account Bibit,1,Jumlah uang: 536103,3,8/6/2025 12:37,,,,,,,,,
LP-4RXDJLB0N8J-51,4RXDJLB0N8J,LOG-51,8/6/2024 12:41,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 721980,4,8/6/2025 12:41,,,,,,,,,
LP-5H1TZ6CG4UM-91,5H1TZ6CG4UM,LOG-91,8/6/2024 13:00,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 86375,5,8/6/2025 13:00,,,,,,,,,
LP-V629IE46K90-72,V629IE46K90,LOG-72,8/6/2024 13:00,Pembayaran QRIS di Kumari Cafe,0,Jumlah uang: 21969,4,8/6/2025 13:00,,,,,,,,,
LP-A10BLCYC900-101,A10BLCYC900,LOG-101,8/6/2024 13:14,Top Up ShopeePay,2,Jumlah uang: 144813,4,8/6/2025 13:14,,,,,,,,,
LP-5HHIFOTVV0X-127,5HHIFOTVV0X,LOG-127,8/6/2024 13:24,Pembayaran QRIS di Alfamart,1,Jumlah uang: 34645,7,8/6/2025 13:24,,,,,,,,,
LP-8TB51RBIF7X-147,8TB51RBIF7X,LOG-147,8/6/2024 13:33,BPJS,1,Jumlah uang: 65882,2,8/6/2025 13:33,,,,,,,,,
LP-TDXXP45N2PU-60,TDXXP45N2PU,LOG-60,8/6/2024 13:44,IndiHome,1,Jumlah uang: 376953,3,8/6/2025 13:44,,,,,,,,,
LP-XLR1G4HMN21-18,XLR1G4HMN21,LOG-18,8/6/2024 14:00,Pembayaran Virtual Account PDAM,1,Jumlah uang: 942811,1,8/6/2025 14:00,,,,,,,,,
LP-QX2FG9YB3ZG-32,QX2FG9YB3ZG,LOG-32,8/6/2024 14:03,XL,1,Jumlah uang: 43351,5,8/6/2025 14:03,,,,,,,,,
LP-XQ6HQIGI3JX-135,XQ6HQIGI3JX,LOG-135,8/6/2024 14:04,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 731261,10,8/6/2025 14:04,,,,,,,,,
LP-XQ6HQIGI3JX-133,XQ6HQIGI3JX,LOG-133,8/6/2024 14:16,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 440591,8,8/6/2025 14:16,,,,,,,,,
LP-A10BLCYC900-100,A10BLCYC900,LOG-100,8/6/2024 14:23,Pembayaran Virtual Account Bibit,1,Jumlah uang: 220993,2,8/6/2025 14:23,,,,,,,,,
LP-SUKK8F1TFQ1-39,SUKK8F1TFQ1,LOG-39,8/6/2024 14:29,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 257815,2,8/6/2025 14:29,,,,,,,,,
LP-SMI06O0GLY6-138,SMI06O0GLY6,LOG-138,8/6/2024 14:32,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 874565,3,8/6/2025 14:32,,,,,,,,,
LP-NU9QMRMOKTC-169,NU9QMRMOKTC,LOG-169,8/6/2024 14:47,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 232865,8,8/6/2025 14:47,,,,,,,,,
LP-2PNKXNUSK1V-83,2PNKXNUSK1V,LOG-83,8/6/2024 14:48,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 29391,2,8/6/2025 14:48,,,,,,,,,
LP-SMI06O0GLY6-145,SMI06O0GLY6,LOG-145,8/6/2024 14:50,PDAM,1,Jumlah uang: 124445,11,8/6/2025 14:50,,,,,,,,,
LP-XQ6HQIGI3JX-129,XQ6HQIGI3JX,LOG-129,8/6/2024 14:54,Transfer ke Bank CIMB Niaga (Non BI-Fast),2,Jumlah uang: 546029,4,8/6/2025 14:54,,,,,,,,,
LP-4RXDJLB0N8J-52,4RXDJLB0N8J,LOG-52,8/6/2024 15:10,Top Up GoPay,2,Jumlah uang: 47524,6,8/6/2025 15:10,,,,,,,,,
LP-V629IE46K90-71,V629IE46K90,LOG-71,8/6/2024 15:15,Pembayaran Virtual Account Bibit,1,Jumlah uang: 492084,4,8/6/2025 15:15,,,,,,,,,
LP-0LQ9UVUQE5F-115,0LQ9UVUQE5F,LOG-115,8/6/2024 15:41,Telkom,1,Jumlah uang: 484797,7,8/6/2025 15:41,,,,,,,,,
LP-7O97RRUP79D-11,7O97RRUP79D,LOG-11,8/6/2024 15:54,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 29521,3,8/6/2025 15:54,,,,,,,,,
LP-XQ6HQIGI3JX-131,XQ6HQIGI3JX,LOG-131,8/6/2024 16:30,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 35872,5,8/6/2025 16:30,,,,,,,,,
LP-4RXDJLB0N8J-50,4RXDJLB0N8J,LOG-50,8/6/2024 16:33,BPJS,1,Jumlah uang: 49996,3,8/6/2025 16:33,,,,,,,,,
LP-2PNKXNUSK1V-82,2PNKXNUSK1V,LOG-82,8/6/2024 17:46,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 95628,1,8/6/2025 17:46,,,,,,,,,
LP-5KPJMHMXP61-156,5KPJMHMXP61,LOG-156,8/6/2024 17:49,Top Up GoPay,2,Jumlah uang: 150787,2,8/6/2025 17:49,,,,,,,,,
LP-FUU7IV5BU8D-6,FUU7IV5BU8D,LOG-6,8/6/2024 17:54,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 630431,6,8/6/2025 17:54,,,,,,,,,
LP-5HHIFOTVV0X-123,5HHIFOTVV0X,LOG-123,8/6/2024 17:59,Pembayaran Virtual Account PDAM,1,Jumlah uang: 874256,3,8/6/2025 17:59,,,,,,,,,
LP-5KPJMHMXP61-160,5KPJMHMXP61,LOG-160,8/6/2024 18:00,Telkomsel,1,Jumlah uang: 180221,5,8/6/2025 18:00,,,,,,,,,
LP-2PNKXNUSK1V-86,2PNKXNUSK1V,LOG-86,8/6/2024 18:02,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 37827,5,8/6/2025 18:02,,,,,,,,,
LP-SUKK8F1TFQ1-40,SUKK8F1TFQ1,LOG-40,8/6/2024 18:12,Pembayaran Virtual Account Bibit,1,Jumlah uang: 623443,3,8/6/2025 18:12,,,,,,,,,
LP-0LQ9UVUQE5F-110,0LQ9UVUQE5F,LOG-110,8/6/2024 18:24,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 305578,2,8/6/2025 18:24,,,,,,,,,
LP-0LQ9UVUQE5F-111,0LQ9UVUQE5F,LOG-111,8/6/2024 18:25,Transfer ke Bank BTPN (BI-Fast),1,Jumlah uang: 376178,3,8/6/2025 18:25,,,,,,,,,
LP-A10BLCYC900-105,A10BLCYC900,LOG-105,8/6/2024 18:31,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 89059,7,8/6/2025 18:31,,,,,,,,,
LP-5HHIFOTVV0X-126,5HHIFOTVV0X,LOG-126,8/6/2024 18:33,Pembayaran QRIS di Kumari Cafe,0,Jumlah uang: 11368,6,8/6/2025 18:33,,,,,,,,,
LP-5H1TZ6CG4UM-95,5H1TZ6CG4UM,LOG-95,8/6/2024 18:34,Top Up DANA,2,Jumlah uang: 64858,9,8/6/2025 18:34,,,,,,,,,
LP-SMI06O0GLY6-140,SMI06O0GLY6,LOG-140,8/6/2024 18:35,Top Up GoPay,2,Jumlah uang: 182976,5,8/6/2025 18:35,,,,,,,,,
LP-8TB51RBIF7X-150,8TB51RBIF7X,LOG-150,8/6/2024 18:50,Pembayaran Virtual Account Bibit,1,Jumlah uang: 711936,5,8/6/2025 18:50,,,,,,,,,
LP-5KPJMHMXP61-162,5KPJMHMXP61,LOG-162,8/6/2024 18:52,Top Up OVO,2,Jumlah uang: 66220,9,8/6/2025 18:52,,,,,,,,,
LP-ELP2ZNX2BFE-173-R1,ELP2ZNX2BFE,LOG-173-R1,8/6/2024 19:01,Nasabah Baru,1250,"Nasabah Baru, Saldo Awal Diatas 100,000 and Melakukan Aktivasi DIGI",1250,8/6/2025 19:01,,,,,,,,,
LP-ELP2ZNX2BFE-173,ELP2ZNX2BFE,LOG-173,8/6/2024 19:01,Pembayaran QRIS di Indomart,1251,Jumlah uang: 33456,1251,8/6/2025 19:01,,,,,,,,,
LP-4RXDJLB0N8J-54,4RXDJLB0N8J,LOG-54,8/6/2024 19:02,Top Up DANA,2,Jumlah uang: 143422,8,8/6/2025 19:02,,,,,,,,,
LP-5H1TZ6CG4UM-92,5H1TZ6CG4UM,LOG-92,8/6/2024 19:15,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 99388,6,8/6/2025 19:15,,,,,,,,,
LP-5KPJMHMXP61-158,5KPJMHMXP61,LOG-158,8/6/2024 19:47,STIE Ekuitas,1,Jumlah uang: 13327299,3,8/6/2025 19:47,,,,,,,,,
LP-FUU7IV5BU8D-3,FUU7IV5BU8D,LOG-3,8/6/2024 19:54,Telkom,1,Jumlah uang: 226823,4,8/6/2025 19:54,,,,,,,,,
LP-7O97RRUP79D-17,7O97RRUP79D,LOG-17,8/6/2024 19:59,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 893371,6,8/6/2025 19:59,,,,,,,,,
LP-V629IE46K90-69,V629IE46K90,LOG-69,8/6/2024 20:52,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 403973,2,8/6/2025 20:52,,,,,,,,,
LP-2PNKXNUSK1V-85,2PNKXNUSK1V,LOG-85,8/6/2024 21:23,BFI Finance,1,Jumlah uang: 3903819,4,8/6/2025 21:23,,,,,,,,,
LP-QX2FG9YB3ZG-29,QX2FG9YB3ZG,LOG-29,8/6/2024 21:27,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 92657,2,8/6/2025 21:27,,,,,,,,,
LP-ELP2ZNX2BFE-174,ELP2ZNX2BFE,LOG-174,8/6/2024 21:39,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 99655,1252,8/6/2025 21:39,,,,,,,,,
LP-A10BLCYC900-108,A10BLCYC900,LOG-108,8/6/2024 21:44,Pembayaran Virtual Account PDAM,1,Jumlah uang: 870379,10,8/6/2025 21:44,,,,,,,,,
