Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-A10BLCYC900-108,A10BLCYC900,LOG-108,8/4/2024 4:07,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 981351,1,8/4/2025 4:07,,,,,,,,,
LP-TDXXP45N2PU-64,TDXXP45N2PU,LOG-64,8/4/2024 4:36,Top Up DANA,2,Jumlah uang: 119340,5,8/4/2025 4:36,,,,,,,,,
LP-XLR1G4HMN21-21,XLR1G4HMN21,LOG-21,8/4/2024 5:11,Transfer ke Bank BSI (BI-Fast),1,Jumlah uang: 387897,1,8/4/2025 5:11,,,,,,,,,
LP-5HHIFOTVV0X-135,5HHIFOTVV0X,LOG-135,8/4/2024 5:13,Top Up OVO,2,Jumlah uang: 111853,9,8/4/2025 5:13,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/4/2024 5:18,Top Up GoPay,2,Jumlah uang: 124524,4,8/4/2025 5:18,,,,,,,,,
LP-NU9QMRMOKTC-184,NU9QMRMOKTC,LOG-184,8/4/2024 5:21,Pembayaran QRIS di Jabarano Coffee,0,Jumlah uang: 20278,8,8/4/2025 5:21,,,,,,,,,
LP-5KPJMHMXP61-170,5KPJMHMXP61,LOG-170,8/4/2024 5:37,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 621681,1,8/4/2025 5:37,,,,,,,,,
LP-QX2FG9YB3ZG-38,QX2FG9YB3ZG,LOG-38,8/4/2024 5:40,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 164342,6,8/4/2025 5:40,,,,,,,,,
LP-5HHIFOTVV0X-129,5HHIFOTVV0X,LOG-129,8/4/2024 5:42,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 310433,4,8/4/2025 5:42,,,,,,,,,
LP-QX2FG9YB3ZG-39,QX2FG9YB3ZG,LOG-39,8/4/2024 5:49,Top Up GoPay,2,Jumlah uang: 153588,8,8/4/2025 5:49,,,,,,,,,
LP-SUKK8F1TFQ1-48,SUKK8F1TFQ1,LOG-48,8/4/2024 6:10,Pembayaran Virtual Account Bibit,1,Jumlah uang: 877417,9,8/4/2025 6:10,,,,,,,,,
LP-7O97RRUP79D-10,7O97RRUP79D,LOG-10,8/4/2024 6:27,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 56138,1,8/4/2025 6:27,,,,,,,,,
LP-8TB51RBIF7X-161,8TB51RBIF7X,LOG-161,8/4/2024 6:36,XL,1,Jumlah uang: 946491,9,8/4/2025 6:36,,,,,,,,,
LP-QX2FG9YB3ZG-32,QX2FG9YB3ZG,LOG-32,8/4/2024 6:41,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 489230,2,8/4/2025 6:41,,,,,,,,,
LP-TDXXP45N2PU-65,TDXXP45N2PU,LOG-65,8/4/2024 6:41,Top Up GoPay,2,Jumlah uang: 27111,7,8/4/2025 6:41,,,,,,,,,
LP-XQ6HQIGI3JX-144,XQ6HQIGI3JX,LOG-144,8/4/2024 6:45,Top Up ShopeePay,2,Jumlah uang: 45520,12,8/4/2025 6:45,,,,,,,,,
LP-V629IE46K90-78,V629IE46K90,LOG-78,8/4/2024 6:47,Top Up DANA,2,Jumlah uang: 169631,11,8/4/2025 6:47,,,,,,,,,
LP-4RXDJLB0N8J-55,4RXDJLB0N8J,LOG-55,8/4/2024 7:03,MNC Vision,1,Jumlah uang: 329078,7,8/4/2025 7:03,,,,,,,,,
LP-8TB51RBIF7X-157,8TB51RBIF7X,LOG-157,8/4/2024 7:18,Top Up OVO,2,Jumlah uang: 137631,3,8/4/2025 7:18,,,,,,,,,
LP-XLR1G4HMN21-24,XLR1G4HMN21,LOG-24,8/4/2024 7:37,Pembayaran QRIS di Indomart,1,Jumlah uang: 78896,5,8/4/2025 7:37,,,,,,,,,
LP-SMI06O0GLY6-151,SMI06O0GLY6,LOG-151,8/4/2024 7:38,Pembayaran Virtual Account Bibit,1,Jumlah uang: 616288,5,8/4/2025 7:38,,,,,,,,,
LP-SMI06O0GLY6-147,SMI06O0GLY6,LOG-147,8/4/2024 7:42,Pembayaran QRIS di Alfamart,1,Jumlah uang: 37734,1,8/4/2025 7:42,,,,,,,,,
LP-7O97RRUP79D-13,7O97RRUP79D,LOG-13,8/4/2024 7:47,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 86002,2,8/4/2025 7:47,,,,,,,,,
LP-XLR1G4HMN21-22,XLR1G4HMN21,LOG-22,8/4/2024 8:01,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 866699,3,8/4/2025 8:01,,,,,,,,,
LP-5HHIFOTVV0X-128,5HHIFOTVV0X,LOG-128,8/4/2024 8:05,Top Up GoPay,2,Jumlah uang: 133047,3,8/4/2025 8:05,,,,,,,,,
LP-5KPJMHMXP61-171,5KPJMHMXP61,LOG-171,8/4/2024 8:15,Top Up GoPay,0,Jumlah uang: 17785,1,8/4/2025 8:15,,,,,,,,,
LP-SUKK8F1TFQ1-46,SUKK8F1TFQ1,LOG-46,8/4/2024 8:18,Pembayaran Virtual Account Bibit,1,Jumlah uang: 513652,7,8/4/2025 8:18,,,,,,,,,
LP-NU9QMRMOKTC-177,NU9QMRMOKTC,LOG-177,8/4/2024 8:19,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 474446,4,8/4/2025 8:19,,,,,,,,,
LP-4RXDJLB0N8J-58,4RXDJLB0N8J,LOG-58,8/4/2024 8:30,BPJS,1,Jumlah uang: 55367,10,8/4/2025 8:30,,,,,,,,,
LP-FUU7IV5BU8D-8,FUU7IV5BU8D,LOG-8,8/4/2024 8:34,Transfer ke Bank BSI (BI-Fast),1,Jumlah uang: 561427,12,8/4/2025 8:34,,,,,,,,,
LP-NU9QMRMOKTC-180,NU9QMRMOKTC,LOG-180,8/4/2024 8:34,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 457363,6,8/4/2025 8:34,,,,,,,,,
LP-5KPJMHMXP61-175,5KPJMHMXP61,LOG-175,8/4/2024 8:37,Transfer ke Bank BRI (Non BI-Fast),2,Jumlah uang: 534347,7,8/4/2025 8:37,,,,,,,,,
LP-0LQ9UVUQE5F-117,0LQ9UVUQE5F,LOG-117,8/4/2024 8:40,Pembayaran Virtual Account Bibit,1,Jumlah uang: 391188,1,8/4/2025 8:40,,,,,,,,,
LP-FUU7IV5BU8D-5,FUU7IV5BU8D,LOG-5,8/4/2024 8:48,Top Up LinkAja,2,Jumlah uang: 104910,10,8/4/2025 8:48,,,,,,,,,
LP-FUU7IV5BU8D-0,FUU7IV5BU8D,LOG-0,8/4/2024 9:07,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 573948,2,8/4/2025 9:07,,,,,,,,,
LP-XQ6HQIGI3JX-142,XQ6HQIGI3JX,LOG-142,8/4/2024 9:10,Top Up GoPay,2,Jumlah uang: 100281,8,8/4/2025 9:10,,,,,,,,,
LP-7O97RRUP79D-17,7O97RRUP79D,LOG-17,8/4/2024 9:10,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 77403,3,8/4/2025 9:10,,,,,,,,,
LP-5HHIFOTVV0X-130,5HHIFOTVV0X,LOG-130,8/4/2024 9:19,MNC Vision,1,Jumlah uang: 370229,5,8/4/2025 9:19,,,,,,,,,
LP-5HHIFOTVV0X-127,5HHIFOTVV0X,LOG-127,8/4/2024 10:00,Pembayaran Virtual Account PDAM,1,Jumlah uang: 802103,1,8/4/2025 10:00,,,,,,,,,
LP-5H1TZ6CG4UM-100,5H1TZ6CG4UM,LOG-100,8/4/2024 10:00,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 682435,3,8/4/2025 10:00,,,,,,,,,
LP-4RXDJLB0N8J-53,4RXDJLB0N8J,LOG-53,8/4/2024 10:17,Transvision,1,Jumlah uang: 301970,4,8/4/2025 10:17,,,,,,,,,
LP-XQ6HQIGI3JX-138,XQ6HQIGI3JX,LOG-138,8/4/2024 10:20,Top Up ShopeePay,2,Jumlah uang: 80670,2,8/4/2025 10:20,,,,,,,,,
LP-0LQ9UVUQE5F-123,0LQ9UVUQE5F,LOG-123,8/4/2024 10:26,Pembayaran Virtual Account Bibit,1,Jumlah uang: 350829,5,8/4/2025 10:26,,,,,,,,,
LP-V629IE46K90-76,V629IE46K90,LOG-76,8/4/2024 10:28,Top Up LinkAja,2,Jumlah uang: 152491,8,8/4/2025 10:28,,,,,,,,,
LP-TDXXP45N2PU-67,TDXXP45N2PU,LOG-67,8/4/2024 10:37,Pembayaran QRIS di Indomart,1,Jumlah uang: 30772,9,8/4/2025 10:37,,,,,,,,,
LP-2PNKXNUSK1V-90,2PNKXNUSK1V,LOG-90,8/4/2024 10:39,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 38004,4,8/4/2025 10:39,,,,,,,,,
LP-5HHIFOTVV0X-131,5HHIFOTVV0X,LOG-131,8/4/2024 10:47,Smartfren,1,Jumlah uang: 234728,6,8/4/2025 10:47,,,,,,,,,
LP-ELP2ZNX2BFE-188-R1,ELP2ZNX2BFE,LOG-188-R1,8/4/2024 10:50,Nasabah Baru,1250,"Nasabah Baru, Saldo Awal Diatas 100,000 and Melakukan Aktivasi DIGI",1250,8/4/2025 10:50,,,,,,,,,
LP-ELP2ZNX2BFE-188,ELP2ZNX2BFE,LOG-188,8/4/2024 10:50,Pembayaran QRIS di Indomart,1251,Jumlah uang: 71741,1251,8/4/2025 10:50,,,,,,,,,
LP-QX2FG9YB3ZG-31,QX2FG9YB3ZG,LOG-31,8/4/2024 10:50,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 963663,1,8/4/2025 10:50,,,,,,,,,
LP-8TB51RBIF7X-159,8TB51RBIF7X,LOG-159,8/4/2024 11:14,Top Up LinkAja,2,Jumlah uang: 145611,7,8/4/2025 11:14,,,,,,,,,
LP-NU9QMRMOKTC-178,NU9QMRMOKTC,LOG-178,8/4/2024 12:50,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 293015,5,8/4/2025 12:50,,,,,,,,,
LP-XLR1G4HMN21-26,XLR1G4HMN21,LOG-26,8/4/2024 12:57,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 86263,7,8/4/2025 12:57,,,,,,,,,
LP-SMI06O0GLY6-149,SMI06O0GLY6,LOG-149,8/4/2024 13:17,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 82310,3,8/4/2025 13:17,,,,,,,,,
LP-FUU7IV5BU8D-3,FUU7IV5BU8D,LOG-3,8/4/2024 13:19,Top Up GoPay,2,Jumlah uang: 39870,7,8/4/2025 13:19,,,,,,,,,
LP-0LQ9UVUQE5F-125,0LQ9UVUQE5F,LOG-125,8/4/2024 13:32,Top Up OVO,2,Jumlah uang: 157124,9,8/4/2025 13:32,,,,,,,,,
LP-FUU7IV5BU8D-2,FUU7IV5BU8D,LOG-2,8/4/2024 13:35,Top Up DANA,2,Jumlah uang: 59842,5,8/4/2025 13:35,,,,,,,,,
LP-NU9QMRMOKTC-181,NU9QMRMOKTC,LOG-181,8/4/2024 13:36,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 451846,7,8/4/2025 13:36,,,,,,,,,
LP-SUKK8F1TFQ1-41,SUKK8F1TFQ1,LOG-41,8/4/2024 13:47,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 792249,2,8/4/2025 13:47,,,,,,,,,
LP-5KPJMHMXP61-173,5KPJMHMXP61,LOG-173,8/4/2024 13:54,Pembayaran QRIS di Circle K,1,Jumlah uang: 32827,4,8/4/2025 13:54,,,,,,,,,
LP-2PNKXNUSK1V-97,2PNKXNUSK1V,LOG-97,8/4/2024 14:04,PDAM,1,Jumlah uang: 74837,9,8/4/2025 14:04,,,,,,,,,
LP-5KPJMHMXP61-172,5KPJMHMXP61,LOG-172,8/4/2024 14:19,Top Up DANA,2,Jumlah uang: 50087,3,8/4/2025 14:19,,,,,,,,,
LP-4RXDJLB0N8J-56,4RXDJLB0N8J,LOG-56,8/4/2024 14:19,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 954014,8,8/4/2025 14:19,,,,,,,,,
LP-QX2FG9YB3ZG-36,QX2FG9YB3ZG,LOG-36,8/4/2024 14:27,PDAM,1,Jumlah uang: 185740,4,8/4/2025 14:27,,,,,,,,,
LP-5H1TZ6CG4UM-98,5H1TZ6CG4UM,LOG-98,8/4/2024 14:41,IndiHome,1,Jumlah uang: 865214,1,8/4/2025 14:41,,,,,,,,,
LP-5KPJMHMXP61-167,5KPJMHMXP61,LOG-167,8/4/2024 14:48,Pembayaran QRIS di Kumari Cafe,0,Jumlah uang: 21686,0,8/4/2025 14:48,,,,,,,,,
LP-ELP2ZNX2BFE-191,ELP2ZNX2BFE,LOG-191,8/4/2024 14:58,Pembayaran QRIS di Alfamart,0,Jumlah uang: 18448,1253,8/4/2025 14:58,,,,,,,,,
LP-SMI06O0GLY6-152,SMI06O0GLY6,LOG-152,8/4/2024 15:05,Top Up LinkAja,2,Jumlah uang: 39213,7,8/4/2025 15:05,,,,,,,,,
LP-4RXDJLB0N8J-50,4RXDJLB0N8J,LOG-50,8/4/2024 15:09,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 119126,2,8/4/2025 15:09,,,,,,,,,
LP-V629IE46K90-70,V629IE46K90,LOG-70,8/4/2024 15:10,Telkom,1,Jumlah uang: 460171,1,8/4/2025 15:10,,,,,,,,,
LP-ELP2ZNX2BFE-190,ELP2ZNX2BFE,LOG-190,8/4/2024 15:28,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 54900,1253,8/4/2025 15:28,,,,,,,,,
LP-ELP2ZNX2BFE-189,ELP2ZNX2BFE,LOG-189,8/4/2024 15:31,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 746583,1252,8/4/2025 15:31,,,,,,,,,
LP-2PNKXNUSK1V-92,2PNKXNUSK1V,LOG-92,8/4/2024 15:52,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 75769,5,8/4/2025 15:52,,,,,,,,,
LP-2PNKXNUSK1V-88,2PNKXNUSK1V,LOG-88,8/4/2024 16:00,Pembayaran Virtual Account PDAM,1,Jumlah uang: 287112,1,8/4/2025 16:00,,,,,,,,,
LP-5H1TZ6CG4UM-102,5H1TZ6CG4UM,LOG-102,8/4/2024 16:03,Pembayaran QRIS di Alfamart,1,Jumlah uang: 68378,5,8/4/2025 16:03,,,,,,,,,
LP-SUKK8F1TFQ1-45,SUKK8F1TFQ1,LOG-45,8/4/2024 16:03,Telkom,1,Jumlah uang: 567840,6,8/4/2025 16:03,,,,,,,,,
LP-0LQ9UVUQE5F-122,0LQ9UVUQE5F,LOG-122,8/4/2024 16:21,Three,1,Jumlah uang: 171804,4,8/4/2025 16:21,,,,,,,,,
LP-TDXXP45N2PU-63,TDXXP45N2PU,LOG-63,8/4/2024 16:44,Pembayaran Virtual Account PDAM,1,Jumlah uang: 292353,3,8/4/2025 16:44,,,,,,,,,
LP-5H1TZ6CG4UM-105,5H1TZ6CG4UM,LOG-105,8/4/2024 16:53,Garuda Indonesia,1,Jumlah uang: 1859600,6,8/4/2025 16:53,,,,,,,,,
LP-XLR1G4HMN21-28,XLR1G4HMN21,LOG-28,8/4/2024 17:06,BPJS,1,Jumlah uang: 59101,10,8/4/2025 17:06,,,,,,,,,
LP-A10BLCYC900-113,A10BLCYC900,LOG-113,8/4/2024 17:30,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 67275,5,8/4/2025 17:30,,,,,,,,,
LP-5HHIFOTVV0X-134,5HHIFOTVV0X,LOG-134,8/4/2024 17:34,Transfer ke Bank BSI (Non BI-Fast),1,Jumlah uang: 810175,7,8/4/2025 17:34,,,,,,,,,
LP-5KPJMHMXP61-166,5KPJMHMXP61,LOG-166,8/4/2024 17:42,Pembayaran QRIS di Jabarano Coffee,0,Jumlah uang: 12076,0,8/4/2025 17:42,,,,,,,,,
LP-A10BLCYC900-110,A10BLCYC900,LOG-110,8/4/2024 17:53,Top Up GoPay,2,Jumlah uang: 30942,3,8/4/2025 17:53,,,,,,,,,
LP-5KPJMHMXP61-174,5KPJMHMXP61,LOG-174,8/4/2024 17:54,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 27109,5,8/4/2025 17:54,,,,,,,,,
LP-TDXXP45N2PU-60,TDXXP45N2PU,LOG-60,8/4/2024 17:57,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 45618,1,8/4/2025 17:57,,,,,,,,,
LP-2PNKXNUSK1V-93,2PNKXNUSK1V,LOG-93,8/4/2024 18:00,Sriwijaya Air,1,Jumlah uang: 839671,6,8/4/2025 18:00,,,,,,,,,
LP-5H1TZ6CG4UM-106,5H1TZ6CG4UM,LOG-106,8/4/2024 18:02,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 76404,7,8/4/2025 18:02,,,,,,,,,
LP-FUU7IV5BU8D-4,FUU7IV5BU8D,LOG-4,8/4/2024 18:13,Telkomsel,1,Jumlah uang: 210605,8,8/4/2025 18:13,,,,,,,,,
LP-A10BLCYC900-114,A10BLCYC900,LOG-114,8/4/2024 18:33,Pembayaran Virtual Account Bibit,1,Jumlah uang: 313394,6,8/4/2025 18:33,,,,,,,,,
LP-5H1TZ6CG4UM-101,5H1TZ6CG4UM,LOG-101,8/4/2024 18:35,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 40630,4,8/4/2025 18:35,,,,,,,,,
LP-8TB51RBIF7X-163,8TB51RBIF7X,LOG-163,8/4/2024 18:38,Pembayaran QRIS di Circle K,1,Jumlah uang: 86679,10,8/4/2025 18:38,,,,,,,,,
LP-A10BLCYC900-112,A10BLCYC900,LOG-112,8/4/2024 18:40,BPJS,1,Jumlah uang: 75092,4,8/4/2025 18:40,,,,,,,,,
LP-XQ6HQIGI3JX-139,XQ6HQIGI3JX,LOG-139,8/4/2024 18:51,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 78217,3,8/4/2025 18:51,,,,,,,,,
LP-4RXDJLB0N8J-52,4RXDJLB0N8J,LOG-52,8/4/2024 19:04,Three,1,Jumlah uang: 793777,3,8/4/2025 19:04,,,,,,,,,
LP-5H1TZ6CG4UM-107,5H1TZ6CG4UM,LOG-107,8/4/2024 19:19,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 690783,8,8/4/2025 19:19,,,,,,,,,
LP-XLR1G4HMN21-27,XLR1G4HMN21,LOG-27,8/4/2024 19:21,Top Up OVO,2,Jumlah uang: 124505,9,8/4/2025 19:21,,,,,,,,,
LP-SMI06O0GLY6-148,SMI06O0GLY6,LOG-148,8/4/2024 19:32,Garuda Indonesia,1,Jumlah uang: 722996,2,8/4/2025 19:32,,,,,,,,,
LP-V629IE46K90-75,V629IE46K90,LOG-75,8/4/2024 19:35,Mega,1,Jumlah uang: 9048091,6,8/4/2025 19:35,,,,,,,,,
LP-NU9QMRMOKTC-182,NU9QMRMOKTC,LOG-182,8/4/2024 19:35,Transfer ke Bank Sinarmas (BI-Fast),1,Jumlah uang: 735029,8,8/4/2025 19:35,,,,,,,,,
LP-V629IE46K90-74,V629IE46K90,LOG-74,8/4/2024 20:17,MNC Vision,1,Jumlah uang: 323883,5,8/4/2025 20:17,,,,,,,,,
LP-0LQ9UVUQE5F-124,0LQ9UVUQE5F,LOG-124,8/4/2024 20:24,Top Up OVO,2,Jumlah uang: 55192,7,8/4/2025 20:24,,,,,,,,,
LP-A10BLCYC900-116,A10BLCYC900,LOG-116,8/4/2024 20:29,Pajak Motor,1,Jumlah uang: 1791801,7,8/4/2025 20:29,,,,,,,,,
LP-8TB51RBIF7X-165,8TB51RBIF7X,LOG-165,8/4/2024 20:32,Top Up GoPay,2,Jumlah uang: 143291,14,8/4/2025 20:32,,,,,,,,,
LP-5H1TZ6CG4UM-103,5H1TZ6CG4UM,LOG-103,8/4/2024 20:33,Pembayaran QRIS di Alfamart,0,Jumlah uang: 13800,5,8/4/2025 20:33,,,,,,,,,
LP-0LQ9UVUQE5F-126,0LQ9UVUQE5F,LOG-126,8/4/2024 20:50,Pembayaran QRIS di Circle K,1,Jumlah uang: 79138,10,8/4/2025 20:50,,,,,,,,,
LP-8TB51RBIF7X-164,8TB51RBIF7X,LOG-164,8/4/2024 21:11,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 662670,12,8/4/2025 21:11,,,,,,,,,
LP-XLR1G4HMN21-29,XLR1G4HMN21,LOG-29,8/4/2024 21:27,Pembayaran Virtual Account Bibit,1,Jumlah uang: 329746,11,8/4/2025 21:27,,,,,,,,,
LP-SUKK8F1TFQ1-47,SUKK8F1TFQ1,LOG-47,8/4/2024 21:39,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 35426,8,8/4/2025 21:39,,,,,,,,,
LP-SMI06O0GLY6-150,SMI06O0GLY6,LOG-150,8/4/2024 21:44,Pembayaran Virtual Account Bibit,1,Jumlah uang: 92734,4,8/4/2025 21:44,,,,,,,,,
LP-O70ABYZUZV5-79,O70ABYZUZV5,LOG-79,8/4/2024 21:56,Telkom,1,Jumlah uang: 375661,1,8/4/2025 21:56,,,,,,,,,
LP-8TB51RBIF7X-156,8TB51RBIF7X,LOG-156,8/4/2024 22:02,Transfer ke Bank BCA (BI-Fast),1,Jumlah uang: 51352,1,8/4/2025 22:02,,,,,,,,,
LP-O70ABYZUZV5-81,O70ABYZUZV5,LOG-81,8/4/2024 22:14,Top Up ShopeePay,2,Jumlah uang: 91305,3,8/4/2025 22:14,,,,,,,,,
LP-XQ6HQIGI3JX-140,XQ6HQIGI3JX,LOG-140,8/4/2024 22:14,Top Up GoPay,2,Jumlah uang: 65660,5,8/4/2025 22:14,,,,,,,,,
LP-XQ6HQIGI3JX-143,XQ6HQIGI3JX,LOG-143,8/4/2024 22:22,Top Up ShopeePay,2,Jumlah uang: 83923,10,8/4/2025 22:22,,,,,,,,,
LP-FUU7IV5BU8D-7,FUU7IV5BU8D,LOG-7,8/4/2024 22:33,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 103423,11,8/4/2025 22:33,,,,,,,,,
LP-O70ABYZUZV5-83,O70ABYZUZV5,LOG-83,8/4/2024 22:37,Top Up ShopeePay,2,Jumlah uang: 110707,6,8/4/2025 22:37,,,,,,,,,
