Loyalty Point ID,CIF,Log ID,Tanggal Pemberian,Sumber Poin,Jumlah Poin,Keterangan,Saldo Poin Terkini,Masa Berlaku Poin,Total Points Earn,Total Admin,Total Points Redeemed,List Vouchers,Redeemed Vouchers,Currently Vouchers,Date,Klasifikasi,Total
LP-O70ABYZUZV5-87,O70ABYZUZV5,LOG-87,8/1/2024 5:11,Top Up ShopeePay,2,Jumlah uang: 163376,7,8/1/2025 5:11,,,,,,,,,
LP-QX2FG9YB3ZG-38,QX2FG9YB3ZG,LOG-38,8/1/2024 5:11,Transfer ke Bank BTN (BI-Fast),1,Jumlah uang: 544650,7,8/1/2025 5:11,,,,,,,,,
LP-SUKK8F1TFQ1-40,SUKK8F1TFQ1,LOG-40,8/1/2024 5:14,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 961838,1,8/1/2025 5:14,,,,,,,,,
LP-XLR1G4HMN21-26,XLR1G4HMN21,LOG-26,8/1/2024 5:21,Top Up ShopeePay,2,Jumlah uang: 145629,9,8/1/2025 5:21,,,,,,,,,
LP-0LQ9UVUQE5F-124,0LQ9UVUQE5F,LOG-124,8/1/2024 5:29,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 81464,8,8/1/2025 5:29,,,,,,,,,
LP-4RXDJLB0N8J-50,4RXDJLB0N8J,LOG-50,8/1/2024 5:31,Pembayaran Virtual Account PDAM,1,Jumlah uang: 506751,1,8/1/2025 5:31,,,,,,,,,
LP-QX2FG9YB3ZG-35,QX2FG9YB3ZG,LOG-35,8/1/2024 5:34,Top Up OVO,2,Jumlah uang: 25461,6,8/1/2025 5:34,,,,,,,,,
LP-TDXXP45N2PU-60,TDXXP45N2PU,LOG-60,8/1/2024 5:38,Top Up LinkAja,2,Jumlah uang: 27881,2,8/1/2025 5:38,,,,,,,,,
LP-QX2FG9YB3ZG-30,QX2FG9YB3ZG,LOG-30,8/1/2024 5:41,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 433467,1,8/1/2025 5:41,,,,,,,,,
LP-5HHIFOTVV0X-134,5HHIFOTVV0X,LOG-134,8/1/2024 6:13,Transfer ke Bank Danamon (BI-Fast),2,Jumlah uang: 750612,6,8/1/2025 6:13,,,,,,,,,
LP-SUKK8F1TFQ1-46,SUKK8F1TFQ1,LOG-46,8/1/2024 6:14,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 545274,7,8/1/2025 6:14,,,,,,,,,
LP-FUU7IV5BU8D-4,FUU7IV5BU8D,LOG-4,8/1/2024 6:20,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 53365,6,8/1/2025 6:20,,,,,,,,,
LP-5H1TZ6CG4UM-107,5H1TZ6CG4UM,LOG-107,8/1/2024 6:40,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 336712,6,8/1/2025 6:40,,,,,,,,,
LP-TDXXP45N2PU-69,TDXXP45N2PU,LOG-69,8/1/2024 6:41,Top Up ShopeePay,2,Jumlah uang: 51086,11,8/1/2025 6:41,,,,,,,,,
LP-5HHIFOTVV0X-136,5HHIFOTVV0X,LOG-136,8/1/2024 6:52,BPJS,1,Jumlah uang: 69348,7,8/1/2025 6:52,,,,,,,,,
LP-7O97RRUP79D-12,7O97RRUP79D,LOG-12,8/1/2024 6:52,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 507153,4,8/1/2025 6:52,,,,,,,,,
LP-XLR1G4HMN21-20,XLR1G4HMN21,LOG-20,8/1/2024 7:24,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 619149,1,8/1/2025 7:24,,,,,,,,,
LP-0LQ9UVUQE5F-120,0LQ9UVUQE5F,LOG-120,8/1/2024 7:26,Transfer ke Bank BRI (BI-Fast),2,Jumlah uang: 618758,2,8/1/2025 7:26,,,,,,,,,
LP-V629IE46K90-71,V629IE46K90,LOG-71,8/1/2024 7:47,Top Up LinkAja,2,Jumlah uang: 95585,3,8/1/2025 7:47,,,,,,,,,
LP-NU9QMRMOKTC-178,NU9QMRMOKTC,LOG-178,8/1/2024 7:51,Top Up DANA,2,Jumlah uang: 51561,2,8/1/2025 7:51,,,,,,,,,
LP-5KPJMHMXP61-169,5KPJMHMXP61,LOG-169,8/1/2024 7:53,Pembayaran QRIS di Kumari Cafe,1,Jumlah uang: 89638,2,8/1/2025 7:53,,,,,,,,,
LP-SMI06O0GLY6-148,SMI06O0GLY6,LOG-148,8/1/2024 8:15,Pembayaran QRIS di Alfamart,1,Jumlah uang: 63535,1,8/1/2025 8:15,,,,,,,,,
LP-SUKK8F1TFQ1-44,SUKK8F1TFQ1,LOG-44,8/1/2024 8:30,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 871345,4,8/1/2025 8:30,,,,,,,,,
LP-A10BLCYC900-118,A10BLCYC900,LOG-118,8/1/2024 8:59,Indosat Ooredoo,1,Jumlah uang: 848833,8,8/1/2025 8:59,,,,,,,,,
LP-V629IE46K90-70,V629IE46K90,LOG-70,8/1/2024 9:07,Transvision,1,Jumlah uang: 298593,1,8/1/2025 9:07,,,,,,,,,
LP-0LQ9UVUQE5F-123,0LQ9UVUQE5F,LOG-123,8/1/2024 9:19,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 276324,7,8/1/2025 9:19,,,,,,,,,
LP-TDXXP45N2PU-65,TDXXP45N2PU,LOG-65,8/1/2024 9:23,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 897063,6,8/1/2025 9:23,,,,,,,,,
LP-SMI06O0GLY6-153,SMI06O0GLY6,LOG-153,8/1/2024 9:32,Top Up DANA,2,Jumlah uang: 151494,9,8/1/2025 9:32,,,,,,,,,
LP-4RXDJLB0N8J-57,4RXDJLB0N8J,LOG-57,8/1/2024 9:37,Pembayaran QRIS di Indomart,1,Jumlah uang: 38401,7,8/1/2025 9:37,,,,,,,,,
LP-7O97RRUP79D-11,7O97RRUP79D,LOG-11,8/1/2024 9:38,Transfer ke Bank BNI (Non BI-Fast),1,Jumlah uang: 759472,3,8/1/2025 9:38,,,,,,,,,
LP-0LQ9UVUQE5F-128,0LQ9UVUQE5F,LOG-128,8/1/2024 9:42,Sriwijaya Air,1,Jumlah uang: 1513598,14,8/1/2025 9:42,,,,,,,,,
LP-4RXDJLB0N8J-59,4RXDJLB0N8J,LOG-59,8/1/2024 9:57,Garuda Indonesia,1,Jumlah uang: 969147,9,8/1/2025 9:57,,,,,,,,,
LP-ELP2ZNX2BFE-188-R1,ELP2ZNX2BFE,LOG-188-R1,8/1/2024 9:59,Nasabah Baru,1250,"Nasabah Baru, Saldo Awal Diatas 100,000 and Melakukan Aktivasi DIGI",1250,8/1/2025 9:59,,,,,,,,,
LP-ELP2ZNX2BFE-188,ELP2ZNX2BFE,LOG-188,8/1/2024 9:59,Pembayaran Virtual Account Bibit,1251,Jumlah uang: 486367,1251,8/1/2025 9:59,,,,,,,,,
LP-0LQ9UVUQE5F-125,0LQ9UVUQE5F,LOG-125,8/1/2024 10:01,Top Up OVO,2,Jumlah uang: 129849,10,8/1/2025 10:01,,,,,,,,,
LP-FUU7IV5BU8D-7,FUU7IV5BU8D,LOG-7,8/1/2024 10:09,Top Up GoPay,2,Jumlah uang: 29531,9,8/1/2025 10:09,,,,,,,,,
LP-5H1TZ6CG4UM-108,5H1TZ6CG4UM,LOG-108,8/1/2024 10:23,MNC Vision,1,Jumlah uang: 297931,7,8/1/2025 10:23,,,,,,,,,
LP-0LQ9UVUQE5F-127,0LQ9UVUQE5F,LOG-127,8/1/2024 10:23,KAI,1,Jumlah uang: 87958,13,8/1/2025 10:23,,,,,,,,,
LP-5H1TZ6CG4UM-101,5H1TZ6CG4UM,LOG-101,8/1/2024 10:31,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 918865,2,8/1/2025 10:31,,,,,,,,,
LP-XQ6HQIGI3JX-146,XQ6HQIGI3JX,LOG-146,8/1/2024 10:39,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 804712,5,8/1/2025 10:39,,,,,,,,,
LP-FUU7IV5BU8D-5,FUU7IV5BU8D,LOG-5,8/1/2024 10:56,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 65908,7,8/1/2025 10:56,,,,,,,,,
LP-ELP2ZNX2BFE-190,ELP2ZNX2BFE,LOG-190,8/1/2024 11:02,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 725807,1252,8/1/2025 11:02,,,,,,,,,
LP-QX2FG9YB3ZG-34,QX2FG9YB3ZG,LOG-34,8/1/2024 11:05,Transfer ke Bank Permata (Non BI-Fast),2,Jumlah uang: 178970,4,8/1/2025 11:05,,,,,,,,,
LP-XLR1G4HMN21-25,XLR1G4HMN21,LOG-25,8/1/2024 11:23,IndiHome,1,Jumlah uang: 818189,7,8/1/2025 11:23,,,,,,,,,
LP-2PNKXNUSK1V-91,2PNKXNUSK1V,LOG-91,8/1/2024 11:28,Transfer ke Bank CIMB Niaga (BI-Fast),2,Jumlah uang: 350100,2,8/1/2025 11:28,,,,,,,,,
LP-5HHIFOTVV0X-129,5HHIFOTVV0X,LOG-129,8/1/2024 11:32,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 791225,1,8/1/2025 11:32,,,,,,,,,
LP-TDXXP45N2PU-63,TDXXP45N2PU,LOG-63,8/1/2024 11:54,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 280016,4,8/1/2025 11:54,,,,,,,,,
LP-NU9QMRMOKTC-183,NU9QMRMOKTC,LOG-183,8/1/2024 12:04,XL,1,Jumlah uang: 204696,5,8/1/2025 12:04,,,,,,,,,
LP-SMI06O0GLY6-157,SMI06O0GLY6,LOG-157,8/1/2024 12:05,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 47146,12,8/1/2025 12:05,,,,,,,,,
LP-5KPJMHMXP61-168,5KPJMHMXP61,LOG-168,8/1/2024 12:10,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 42596,1,8/1/2025 12:10,,,,,,,,,
LP-5KPJMHMXP61-172,5KPJMHMXP61,LOG-172,8/1/2024 12:23,Top Up OVO,2,Jumlah uang: 129597,6,8/1/2025 12:23,,,,,,,,,
LP-8TB51RBIF7X-160,8TB51RBIF7X,LOG-160,8/1/2024 12:25,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 94804,3,8/1/2025 12:25,,,,,,,,,
LP-V629IE46K90-75,V629IE46K90,LOG-75,8/1/2024 12:40,Pembayaran QRIS di Jabarano Coffee,0,Jumlah uang: 11530,7,8/1/2025 12:40,,,,,,,,,
LP-TDXXP45N2PU-66,TDXXP45N2PU,LOG-66,8/1/2024 12:40,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 31859,7,8/1/2025 12:40,,,,,,,,,
LP-XLR1G4HMN21-23,XLR1G4HMN21,LOG-23,8/1/2024 12:45,Top Up DANA,2,Jumlah uang: 177801,5,8/1/2025 12:45,,,,,,,,,
LP-NU9QMRMOKTC-182,NU9QMRMOKTC,LOG-182,8/1/2024 13:14,Smartfren,1,Jumlah uang: 610844,4,8/1/2025 13:14,,,,,,,,,
LP-SMI06O0GLY6-149,SMI06O0GLY6,LOG-149,8/1/2024 13:17,Top Up OVO,2,Jumlah uang: 172991,3,8/1/2025 13:17,,,,,,,,,
LP-5H1TZ6CG4UM-106,5H1TZ6CG4UM,LOG-106,8/1/2024 13:24,Pembayaran QRIS di Wheels Coffee Roaster,0,Jumlah uang: 19625,4,8/1/2025 13:24,,,,,,,,,
LP-5KPJMHMXP61-177,5KPJMHMXP61,LOG-177,8/1/2024 13:26,Top Up LinkAja,2,Jumlah uang: 46834,13,8/1/2025 13:26,,,,,,,,,
LP-8TB51RBIF7X-166,8TB51RBIF7X,LOG-166,8/1/2024 13:29,Whoosh,1,Jumlah uang: 157902,12,8/1/2025 13:29,,,,,,,,,
LP-V629IE46K90-74,V629IE46K90,LOG-74,8/1/2024 13:44,Transfer ke Bank Danamon (Non BI-Fast),2,Jumlah uang: 721821,7,8/1/2025 13:44,,,,,,,,,
LP-A10BLCYC900-112,A10BLCYC900,LOG-112,8/1/2024 13:47,Top Up LinkAja,2,Jumlah uang: 160478,4,8/1/2025 13:47,,,,,,,,,
LP-4RXDJLB0N8J-55,4RXDJLB0N8J,LOG-55,8/1/2024 13:48,Pembayaran Virtual Account Bibit,1,Jumlah uang: 214088,5,8/1/2025 13:48,,,,,,,,,
LP-SUKK8F1TFQ1-41,SUKK8F1TFQ1,LOG-41,8/1/2024 13:51,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 636783,2,8/1/2025 13:51,,,,,,,,,
LP-O70ABYZUZV5-86,O70ABYZUZV5,LOG-86,8/1/2024 13:54,IndiHome,1,Jumlah uang: 843727,5,8/1/2025 13:54,,,,,,,,,
LP-8TB51RBIF7X-163,8TB51RBIF7X,LOG-163,8/1/2024 13:56,Top Up GoPay,2,Jumlah uang: 54123,8,8/1/2025 13:56,,,,,,,,,
LP-V629IE46K90-79,V629IE46K90,LOG-79,8/1/2024 14:04,Pembayaran QRIS di Wheels Coffee Roaster,1,Jumlah uang: 93586,10,8/1/2025 14:04,,,,,,,,,
LP-XQ6HQIGI3JX-144,XQ6HQIGI3JX,LOG-144,8/1/2024 14:43,Sriwijaya Air,1,Jumlah uang: 664530,3,8/1/2025 14:43,,,,,,,,,
LP-0LQ9UVUQE5F-121,0LQ9UVUQE5F,LOG-121,8/1/2024 15:11,Top Up DANA,2,Jumlah uang: 158725,4,8/1/2025 15:11,,,,,,,,,
LP-SMI06O0GLY6-151,SMI06O0GLY6,LOG-151,8/1/2024 15:19,Transfer ke Bank BTN (Non BI-Fast),1,Jumlah uang: 216320,5,8/1/2025 15:19,,,,,,,,,
LP-FUU7IV5BU8D-9,FUU7IV5BU8D,LOG-9,8/1/2024 15:24,Transfer ke Bank Mandiri (BI-Fast),1,Jumlah uang: 399801,10,8/1/2025 15:24,,,,,,,,,
LP-XQ6HQIGI3JX-139,XQ6HQIGI3JX,LOG-139,8/1/2024 15:28,Pembayaran QRIS di Indomart,0,Jumlah uang: 20999,0,8/1/2025 15:28,,,,,,,,,
LP-O70ABYZUZV5-82,O70ABYZUZV5,LOG-82,8/1/2024 15:35,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 83615,2,8/1/2025 15:35,,,,,,,,,
LP-8TB51RBIF7X-159,8TB51RBIF7X,LOG-159,8/1/2024 15:39,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 422643,2,8/1/2025 15:39,,,,,,,,,
LP-SUKK8F1TFQ1-49,SUKK8F1TFQ1,LOG-49,8/1/2024 15:47,Top Up ShopeePay,2,Jumlah uang: 62551,11,8/1/2025 15:47,,,,,,,,,
LP-7O97RRUP79D-17,7O97RRUP79D,LOG-17,8/1/2024 15:50,Pembayaran Virtual Account PDAM,1,Jumlah uang: 784600,8,8/1/2025 15:50,,,,,,,,,
LP-0LQ9UVUQE5F-126,0LQ9UVUQE5F,LOG-126,8/1/2024 16:11,Top Up DANA,2,Jumlah uang: 41073,12,8/1/2025 16:11,,,,,,,,,
LP-8TB51RBIF7X-161,8TB51RBIF7X,LOG-161,8/1/2024 16:49,KAI,1,Jumlah uang: 99118,4,8/1/2025 16:49,,,,,,,,,
LP-7O97RRUP79D-13,7O97RRUP79D,LOG-13,8/1/2024 16:53,Pembayaran QRIS di Jabarano Coffee,1,Jumlah uang: 47797,5,8/1/2025 16:53,,,,,,,,,
LP-5HHIFOTVV0X-133,5HHIFOTVV0X,LOG-133,8/1/2024 17:22,Pembayaran Virtual Account Pendidikan,1,Jumlah uang: 110161,4,8/1/2025 17:22,,,,,,,,,
LP-V629IE46K90-73,V629IE46K90,LOG-73,8/1/2024 17:30,PDAM,1,Jumlah uang: 85150,5,8/1/2025 17:30,,,,,,,,,
LP-0LQ9UVUQE5F-122,0LQ9UVUQE5F,LOG-122,8/1/2024 17:33,Transfer ke Bank BNI (BI-Fast),1,Jumlah uang: 852907,5,8/1/2025 17:33,,,,,,,,,
LP-XQ6HQIGI3JX-147,XQ6HQIGI3JX,LOG-147,8/1/2024 17:54,Top Up LinkAja,2,Jumlah uang: 56768,7,8/1/2025 17:54,,,,,,,,,
LP-5KPJMHMXP61-174,5KPJMHMXP61,LOG-174,8/1/2024 18:11,Pembayaran QRIS di Indomart,0,Jumlah uang: 12283,7,8/1/2025 18:11,,,,,,,,,
LP-A10BLCYC900-114,A10BLCYC900,LOG-114,8/1/2024 18:15,Pembayaran QRIS di Alfamart,1,Jumlah uang: 61749,5,8/1/2025 18:15,,,,,,,,,
LP-NU9QMRMOKTC-185,NU9QMRMOKTC,LOG-185,8/1/2024 18:22,Pembayaran Virtual Account PDAM,1,Jumlah uang: 886688,7,8/1/2025 18:22,,,,,,,,,
LP-A10BLCYC900-117,A10BLCYC900,LOG-117,8/1/2024 18:29,Top Up LinkAja,2,Jumlah uang: 37376,7,8/1/2025 18:29,,,,,,,,,
LP-5H1TZ6CG4UM-104,5H1TZ6CG4UM,LOG-104,8/1/2024 18:30,Pembayaran Virtual Account Internet Rumah,1,Jumlah uang: 415261,4,8/1/2025 18:30,,,,,,,,,
LP-SUKK8F1TFQ1-48,SUKK8F1TFQ1,LOG-48,8/1/2024 18:48,IndiHome,1,Jumlah uang: 632870,9,8/1/2025 18:48,,,,,,,,,
LP-TDXXP45N2PU-68,TDXXP45N2PU,LOG-68,8/1/2024 18:51,Top Up LinkAja,2,Jumlah uang: 62670,9,8/1/2025 18:51,,,,,,,,,
LP-XLR1G4HMN21-21,XLR1G4HMN21,LOG-21,8/1/2024 18:56,Pembayaran QRIS di Indomart,1,Jumlah uang: 42914,2,8/1/2025 18:56,,,,,,,,,
LP-TDXXP45N2PU-61,TDXXP45N2PU,LOG-61,8/1/2024 18:59,Pembayaran Virtual Account PDAM,1,Jumlah uang: 628194,3,8/1/2025 18:59,,,,,,,,,
LP-7O97RRUP79D-10,7O97RRUP79D,LOG-10,8/1/2024 19:35,Top Up GoPay,2,Jumlah uang: 109341,2,8/1/2025 19:35,,,,,,,,,
LP-XLR1G4HMN21-22,XLR1G4HMN21,LOG-22,8/1/2024 19:49,Sriwijaya Air,1,Jumlah uang: 845234,3,8/1/2025 19:49,,,,,,,,,
LP-2PNKXNUSK1V-95,2PNKXNUSK1V,LOG-95,8/1/2024 19:56,Whoosh,1,Jumlah uang: 99927,8,8/1/2025 19:56,,,,,,,,,
LP-XQ6HQIGI3JX-140,XQ6HQIGI3JX,LOG-140,8/1/2024 20:13,Transfer ke Bank BTPN (Non BI-Fast),1,Jumlah uang: 200888,1,8/1/2025 20:13,,,,,,,,,
LP-8TB51RBIF7X-162,8TB51RBIF7X,LOG-162,8/1/2024 20:15,Top Up DANA,2,Jumlah uang: 109016,6,8/1/2025 20:15,,,,,,,,,
LP-4RXDJLB0N8J-51,4RXDJLB0N8J,LOG-51,8/1/2024 20:17,Transfer ke Bank BCA (Non BI-Fast),1,Jumlah uang: 454918,2,8/1/2025 20:17,,,,,,,,,
LP-FUU7IV5BU8D-1,FUU7IV5BU8D,LOG-1,8/1/2024 20:28,Top Up OVO,2,Jumlah uang: 131413,3,8/1/2025 20:28,,,,,,,,,
LP-O70ABYZUZV5-83,O70ABYZUZV5,LOG-83,8/1/2024 20:41,Pembayaran QRIS di Tomoro Coffee,1,Jumlah uang: 44967,3,8/1/2025 20:41,,,,,,,,,
LP-5HHIFOTVV0X-137,5HHIFOTVV0X,LOG-137,8/1/2024 20:44,Top Up OVO,2,Jumlah uang: 98484,9,8/1/2025 20:44,,,,,,,,,
LP-8TB51RBIF7X-158,8TB51RBIF7X,LOG-158,8/1/2024 20:49,Transfer ke Bank Mandiri (Non BI-Fast),1,Jumlah uang: 820009,1,8/1/2025 20:49,,,,,,,,,
LP-O70ABYZUZV5-89,O70ABYZUZV5,LOG-89,8/1/2024 20:52,Transfer ke Bank Permata (BI-Fast),2,Jumlah uang: 840936,9,8/1/2025 20:52,,,,,,,,,
LP-O70ABYZUZV5-81,O70ABYZUZV5,LOG-81,8/1/2024 21:17,Pembayaran QRIS di Circle K,1,Jumlah uang: 53818,1,8/1/2025 21:17,,,,,,,,,
LP-QX2FG9YB3ZG-31,QX2FG9YB3ZG,LOG-31,8/1/2024 21:36,Pembayaran Virtual Account PDAM,1,Jumlah uang: 835098,2,8/1/2025 21:36,,,,,,,,,
LP-8TB51RBIF7X-167,8TB51RBIF7X,LOG-167,8/1/2024 21:46,Transfer ke Bank OCBC (Non BI-Fast),1,Jumlah uang: 325390,13,8/1/2025 21:46,,,,,,,,,
LP-A10BLCYC900-110,A10BLCYC900,LOG-110,8/1/2024 22:00,Pembayaran Virtual Account Bibit,1,Jumlah uang: 147734,1,8/1/2025 22:00,,,,,,,,,
LP-QX2FG9YB3ZG-39,QX2FG9YB3ZG,LOG-39,8/1/2024 22:15,Transvision,1,Jumlah uang: 352404,8,8/1/2025 22:15,,,,,,,,,
LP-V629IE46K90-77,V629IE46K90,LOG-77,8/1/2024 22:17,Pembayaran QRIS di Kopi Mandja,1,Jumlah uang: 26186,9,8/1/2025 22:17,,,,,,,,,
